© 2000-2023 QIAGEN. All rights reserved.

Upstream Regulators	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
KLF6	0.8503355859977668	0.599206867337017	1.2856385319364905	2.0850851078062504	0.0	3.845485232119913	1.037944928293566	0.0
gamma-secretase inhibitor compound E	0.0	0.0	1.2975056629949024	3.108350749197662	0.982554848758483	3.112020210378199	1.1904703755357402	0.0
methamphetamine	1.1192992232866972	0.667110885144739	0.6786736187960427	1.4032476347536933	2.617641674706455	1.8381415123113434	1.3490650560664124	0.0
ACO1	1.2116421765812566	1.2216390349828952	1.6102179784880106	0.0	1.1982120811069201	2.5747328027625715	1.8560056469833326	0.0
PLAUR	0.6971628841018891	0.0	1.0660589257972317	0.0	1.4287960137490712	2.094615183683238	2.5530883835867053	1.8319484956421934
FHIT	1.4175112154311895	2.846355513083528	2.490095848872042	0.0	1.3216755075904074	1.5933320264362965	0.0	0.0
PTBP3	0.8346768757820836	0.0	0.0	1.1331657167343478	0.8765597302254137	4.586445707001483	2.2204637611326548	0.0
IPMK	0.0	0.599206867337017	0.7073927778194641	1.043710890864387	1.6304339758756519	3.3958046956688	2.2716499576814266	0.0
ARNT	0.8222177633581408	1.1552432117641	1.6230163021284207	2.481567464371825	0.8871622935912188	1.6528341683925556	1.0154986124561618	0.0
25-hydroxycholesterol	1.14073530909965	0.0	0.47285660135293595	1.4523767622778072	2.359756925663395	1.4375982527069715	1.7110729107559015	1.0298527563156308
SALL4	0.0	0.46769038622573694	0.9452514177070324	0.9845106167134703	1.2513343088962572	2.1098464704437156	3.8349281612126047	0.0
androgen	1.2103059300912964	0.0	0.0	2.8632508214136836	0.8667782995833287	1.8344388158239682	2.7988141804731175	0.0
Sb202190	1.079797623665435	0.0	0.0	2.0999276960169713	1.210188433317645	2.3020058552438782	1.2106594029953373	1.6662873926311743
TRPM8	3.74673504788883	0.8312403241535745	1.4195667116066284	0.0	2.359756925663395	0.0	1.2106594029953373	0.0
HGF	0.0	0.0	0.0	2.196336942188946	1.8675195838046577	2.5760470262648694	1.9177490021074037	1.0003269416207954
HAX1	2.8888000256531092	0.0	2.2960983430249726	0.0	3.2005360526184896	1.1441458584031712	0.0	0.0
BPIFB1	0.0	0.0	1.188288564867471	1.733749703713728	1.13350932470742	3.5334677683049573	1.935252139154523	0.0
betaine	1.4912800329190266	1.2838209983578046	1.87573692071515	0.0	2.9863278621383818	1.8443936272047692	0.0	0.0
PUM3	1.4959774378710504	0.9729641878958689	0.6042504192188353	1.8570772102447717	1.5012847138481118	0.0	1.9916870320414266	1.0298527563156308
UDP-D-glucose	3.4492721065304304	0.0	1.5200607822547951	0.0	0.0	2.961971135814086	1.5201484889005783	0.0
miR-1-3p (and other miRNAs w/seed GGAAUGU)	0.0	2.4863108883866727	4.1345403740762885	1.084871218935894	0.0	1.7386962167250786	0.0	0.0
tamoxifen	0.8393570273655939	0.0	0.0	0.9506202293593533	1.13350932470742	3.7511473225812315	1.7542360158520256	0.9957200235161824
AP2A1	1.2723202135339657	0.0	1.1740793317453135	1.6441891105055164	1.29412278534564	1.2381861150905962	1.7903553855355059	0.975199953004536
RYR1	1.6345896087892742	1.5613886121528806	2.5998239608891605	1.1852720745532783	1.5012847138481118	0.0	0.0	0.900802067483614
SPIB	1.0379853962339547	0.6419160015355201	0.6042504192188353	1.4487889094691149	2.480006895192874	1.854504214688379	1.2902624522287336	0.0
NRG2	0.0	0.0	1.016007566386854	2.2324601548198086	1.279960179845921	1.7540420370505871	1.935252139154523	1.101600851599109
mercuric chloride	1.9632634705972196	0.0	0.0	1.3676329024514697	1.800309839940474	2.626430280562629	1.561376360632932	0.0
RX-821002	0.0	0.0	0.0	1.8570772102447717	3.0015813103037323	1.4375982527069715	1.9916870320414266	1.0298527563156308
ZAP70	2.1688771732786263	0.0	0.7369998237515994	1.3174999807059868	3.089668296227501	1.9641394916294854	0.0	0.0
VEGFA	1.9956425166117175	0.6775608279515535	0.0	0.9705349000665413	4.188609620399135	1.4360429063266107	0.0	0.0
CSDE1	1.6278988335604336	0.0	0.9449445470253836	1.3855732075259233	1.5429735012218335	1.3751821310223815	2.3839430222501323	0.0
ING1	2.023625610527709	0.0	0.931669055512893	1.3855732075259233	1.8406578677492602	0.0	3.0385707322291124	0.0
IFNG	0.3875413155045698	0.32615918724754955	0.25528301690360805	1.975064811394461	0.8938225155328823	3.2373544511892343	2.134963676730586	0.0
GFM2	2.3008081981408623	1.5411646801880237	3.278103048447718	0.0	1.1432542134326993	0.0	0.0	0.9363876375254117
silicon dioxide	1.30101543028721	0.0	0.0	1.193644020317536	2.668390607695883	0.0	2.9290311717281754	1.101600851599109
Tgf beta	1.0151594379657123	0.2995313002028632	0.0	4.395728738701206	0.0	2.094615183683238	1.3809105375324227	0.0
halofuginone	0.7373079892553223	0.0	0.0	3.937135810879921	1.0349140396652041	2.3219206124414207	1.14837225147531	0.0
baicalein	0.6971628841018891	1.0034027954767117	0.0	1.1331657167343478	1.9470296201030628	1.6000069095450102	0.9173547542835025	1.8319484956421934
grape seed extract	0.0	0.6964186747597467	0.48985409093116455	2.975845930089024	0.0	2.2741390522816496	1.6915071437246603	0.983118296971244
PGR	0.0	0.0	1.8154231891246775	1.374806198720543	1.911025687392659	1.1413981770702164	1.8231701870474053	1.0380625926573426
LCAT	1.2616493715507342	0.0	0.5735213277272346	1.155342670303941	1.8372951750793443	2.946362981858935	1.3242947462647154	0.0
ADRA1	1.1192992232866972	0.0	0.0	0.0	2.2151409096200214	1.095964015209476	2.8900751590265186	1.770456331930148
KDM5B	0.0	0.6005035636737206	0.0	2.8935764096752523	1.6999164164986114	1.1945388745387466	1.4688316522891205	1.231310587384896
DICER1	0.0	0.0	0.0	1.317104417439985	2.20070994212727	1.3133457532766803	2.34304945565803	1.9075695577709768
IgG	0.7932633752173424	0.599206867337017	0.6042504192188353	1.7109103724666133	1.0349140396652041	2.1835698113236703	2.146261754100026	0.0
VCP	1.0120628041249145	0.0	2.3840204455111076	0.0	1.5012847138481118	2.402981603865401	1.7716279220183844	0.0
NVP-TAE684	0.0	0.42354074313581214	0.0	1.3065690742708016	1.1800884340748365	1.9191415178009126	2.8878501805649055	1.3373864690989516
ALK	1.5264584648066262	0.0	0.668764910964498	0.0	1.3788773757450228	2.3573562278962115	2.0187976946331285	1.101600851599109
filgrastim	0.49358829561103007	0.0	0.6798564908235528	2.2433569156803044	0.9525662612201539	3.4708649845344066	1.1904703755357402	0.0
PD184352	0.0	0.9729641878958689	1.2656228835889554	1.1239128956851423	1.776471219525982	1.5287107308798076	1.283978449986971	1.074311856187584
NTRK1	0.0	0.6041154173085909	0.0	1.8374216991003522	2.5663573052204547	1.5865923893579466	1.3242947462647154	1.101600851599109
FTMT	1.4959774378710504	0.9729641878958689	1.61669790774366	0.0	1.5012847138481118	1.4375982527069715	1.9916870320414266	0.0
cyclosporin A	0.0	0.4058885469618182	0.7369998237515994	3.5263192647518298	1.5915295766625777	1.4375982527069715	1.3084922099462175	0.0
mannose	1.7928099459683238	0.0	1.1740793317453135	0.8996574481915374	1.0349140396652041	3.058126959252439	1.0154986124561618	0.0
dithiothreitol	2.269730273350622	0.0	0.84186415654176	0.0	2.063269479335305	3.7980955008343353	0.0	0.0
bufalin	0.0	1.1552432117641	1.227117893186578	0.0	2.063269479335305	2.3308003263234234	1.1888484008514784	1.0003269416207954
dantrolene	1.7928099459683238	0.0	1.8154231891246775	0.8996574481915374	2.5127891408717704	0.927544574994507	1.0154986124561618	0.0
SNORD22	0.0	1.767698463891866	2.776798017068694	0.0	1.7837651792251654	1.5865923893579466	1.037944928293566	0.0
CDH2	0.0	0.6502559872300046	1.4926883478116215	1.8680822241337514	0.8145687252069151	1.6508473660671814	1.3540692423170426	1.101600851599109
potassium chloride	1.6355871021028752	0.0	0.0	1.0197244494555306	1.4142282311607426	3.283156774056639	1.5758788202882796	0.0
TP73	0.0	1.1428471547854075	1.9139843760200996	1.084871218935894	1.319669934637252	2.2181478089899076	1.2433485574402985	0.0
GRN	0.8346768757820836	0.0	0.0	2.0787049520084575	0.9912124135981664	3.5253220354071733	1.4910850689565818	0.0
homocysteine	0.8461415214924057	0.6775608279515535	0.8529528482229269	2.139556608003745	1.7122144790171232	2.692303520006531	0.0	0.0
LDB1	0.0	0.599206867337017	0.8797944381890269	1.8540973136828214	0.0	2.999809807487861	1.6343278367752736	0.9422740921364864
thioacetamide	0.8346768757820836	0.0	0.0	3.1255400163829505	0.7173475954898002	2.23995669530046	1.9916870320414266	0.0
HGS	0.0	0.0	0.0	1.3031673531922157	1.4271008555633413	1.8443936272047692	3.1935145126085756	1.1380971561670459
ADRA1D	0.0	0.0	0.0	2.196336942188946	2.399221741737834	2.471871244809045	1.8015876061559355	0.0
resveratrol	0.8980535181302506	0.7627132890212497	0.6361193385289987	1.0911589899875833	1.217592151564754	2.8210580041346716	1.435902049557832	0.0
FICD	3.8717636838999914	0.0	0.0	2.744592976659007	1.1432542134326993	1.095964015209476	0.0	0.0
EGR2	0.0	0.0	0.9053609426011442	2.7119023272958596	1.6136276988439178	1.5653382036967196	2.042210251913827	0.0
gemcitabine	0.0	1.1365035490061057	0.7089430032423636	1.6696694541447086	1.141290740439287	2.234522759161472	1.941884282708276	0.0
IGF2	0.9209549840769666	0.0	0.0	1.9394829664636841	1.0113152828920746	1.279492492370004	1.8969692202140047	1.783938351924681
resiquimod	2.470903525720772	0.7696939739319353	1.262367047998673	1.084871218935894	1.5732645354461265	1.6400751395869881	0.0	0.0
RGS2	1.0581391271491887	1.5411646801880237	3.4730931727545276	0.0	0.0	2.7176677386880317	0.0	0.0
phytohemagglutinin	0.0	0.0	0.8513832603297706	1.1984242115903094	0.9525662612201539	4.5142765775975375	1.2730716033083866	0.0
RPTOR	0.0	1.6651657104756272	2.23940744021227	1.2134128045203334	0.0	1.4896251419529012	1.1904703755357402	0.975199953004536
ouabain	1.0300368182057633	0.6775608279515535	1.0660589257972317	0.0	1.4287960137490712	2.659711851991053	1.897302228372019	0.0
ATF2	0.0	0.0	0.0	0.0	1.7563209191553362	2.4456599118144426	2.907902000589302	1.646771189847389
NDRG1	0.0	0.0	0.0	2.0139013740401372	1.487258728059825	1.893565417819885	2.300333564491188	1.0298527563156308
dinoprost	0.0	0.599206867337017	0.0	1.9051975939574228	1.3704827251411245	3.1804681317489027	1.6644963742244454	0.0
JAK2	0.0	1.6873667232109844	0.8453712240435993	1.4032476347536933	0.0	1.8381415123113434	1.7195812380199076	1.1903495762985812
oxazepam	1.8745966841739785	1.2838209983578046	0.0	0.903929106282843	1.8406578677492602	1.7629224657191143	1.0154986124561618	0.0
PNKP	1.8745966841739785	1.2838209983578046	0.8797944381890269	2.196336942188946	0.0	0.0	0.0	2.4468635862082193
elesclomol	1.8745966841739785	1.2838209983578046	0.8797944381890269	2.196336942188946	0.0	0.0	0.0	2.4468635862082193
methylmercury	0.6813708051527123	1.9430298457736719	2.046876400748934	1.6537364835116368	0.0	1.3233696444553884	1.0154986124561618	0.0
NOTCH1	0.0	0.36148815194440836	0.42698916890087363	3.528123354660913	0.0	1.3233696444553884	2.0149507422396815	0.975199953004536
dopamine	0.0	0.0	0.0	2.69612334675219	2.063709204293533	1.6756883515167633	2.1883986832887437	0.0
carbon tetrachloride	0.7324697767617465	0.0	0.0	1.7017807074479623	1.3028815144233032	2.4012255909475124	2.481418163630856	0.0
fluvoxamine	0.9865881686855204	0.7297271461253121	0.84186415654176	1.0165214874850597	0.9477961844046556	0.8939715955623388	1.7315820789355423	1.4695016292031782
DLL3	0.0	0.0	0.0	3.0541248246439903	2.5107103565062223	1.2381861150905962	1.7903553855355059	0.0
NSUN2	1.8745966841739785	0.599206867337017	2.2100762067533353	1.285167531360071	0.9477961844046556	1.6756883515167633	0.0	0.0
GDF2	0.8346768757820836	0.0	0.0	1.4611882270196586	1.6237948862634406	1.2245439161259306	2.2204637611326548	1.2053509383114882
H1-2	1.0298717751797841	0.9729641878958689	0.0	0.0	2.5127891408717704	4.040581659098672	0.0	0.0
RNASEL	1.2831644666402209	0.0	0.8453712240435993	3.5263192647518298	0.8620081843776887	1.0265042047433253	0.0	0.9371857587215333
iron	1.2141837812595577	1.0411593917590471	0.8803990441368045	0.0	1.556651004757439	2.1370746177713156	1.6343278367752736	0.0
TAS4464	0.0	0.0	0.7363595245351282	1.4520459123675553	1.9463655802263358	2.2166843562977574	1.133211072997648	0.975199953004536
CEBPA	0.0	-0.0	0.1812186883821327	2.4363546569862837	1.5687103729620258	0.9511565308977317	2.051975914578903	1.2690769007079736
HYAL1	0.0	0.0	0.0	3.478359975978481	0.0	0.9894165996417527	2.3122145012965363	1.6758178616790291
diclofenac	1.2286476541014109	0.0	0.47373857658648383	1.2040117417457108	1.461103542983571	2.166579295803464	1.902755159767643	0.0
RELA	0.0	0.0	0.0	1.8664731229069778	1.307783292218569	1.4736065845680022	2.737328017428022	1.04617539706894
GFRA2	0.0	0.9729641878958689	0.6042504192188353	1.8570772102447717	3.0015813103037323	0.0	1.9916870320414266	0.0
miR-122-5p (miRNAs w/seed GGAGUGU)	0.0	1.4746579862181912	3.435609491024891	0.8627882283842252	0.0	2.6476890233439954	0.0	0.0
FOXO3	0.23478873639663256	0.599206867337017	0.48022334619470775	1.299726509658568	1.0656605857684975	1.9191415178009126	1.4262443061131107	1.3905108268224646
NSD2	0.0	0.0	0.0	0.868026592353566	1.6598462674414027	3.79019647471851	2.0962891797157126	0.0
aristolochic acid I	1.8507842470412212	0.0	0.0	1.0891772934038582	1.7122144790171232	0.0	1.2590431785579366	2.48645885652105
RHOJ	0.0	2.9574185132275015	2.741144271818678	0.0	0.0	2.6740164430108058	0.0	0.0
mir-338	0.7932633752173424	0.8312403241535745	0.0	1.084871218935894	0.8143782275079304	1.3233696444553884	2.1056688669657437	1.4050833592883303
growth factor	0.0	0.0	0.0	0.9335219168030536	1.8595575579444195	1.6756883515167633	3.8838947065315463	0.0
HSPA5	0.8452465790395186	0.0	1.8778756660259457	1.4874538965941382	1.2340187608014064	2.907126151657053	0.0	0.0
SKP2	0.0	0.8214716120464151	0.737242138332762	1.285167531360071	0.8140412332200568	1.859211086176323	1.478742960005085	1.3144246356210632
PENK	0.0	0.0	0.0	0.0	2.2151409096200214	1.095964015209476	1.6343278367752736	3.3448755507221035
MAP2K1	0.0	0.0	0.0	2.7119023272958596	1.834787344141921	2.456157748627163	1.287230752717585	0.0
ZDHHC2	0.0	0.0	1.5200607822547951	2.5126466990215177	0.0	1.826984256696081	1.5201484889005783	0.9038542559919563
UBQLN2	2.481498405724783	1.6213464214569542	3.2823748970389635	0.0	0.8871622935912188	0.0	0.0	0.0
SPP1	1.1094258154046848	0.0	0.8797944381890269	1.929215640624667	0.9361029779840012	2.166579295803464	1.2508124192816803	0.0
ZC3H10	2.3008081981408623	0.6775608279515535	0.8937327427619717	1.4836184868183788	1.1432542134326993	0.0	0.0	1.770456331930148
PIK3R1	1.2723202135339657	0.0	0.7089430032423636	1.2372635793868643	0.8871622935912188	2.6786308791737072	1.478742960005085	0.0
THRAP3	1.0298717751797841	0.0	0.0	1.4859154543647348	2.5127891408717704	2.2170848527346028	1.0154986124561618	0.0
Esrra	1.4846827330374741	0.6083902917737375	1.4401696711487058	0.0	2.9372434815129713	1.790202668488067	0.0	0.0
4-O-carboxymethylascochlorin	2.0475280836220806	0.0	1.4926883478116215	0.0	0.8145687252069151	3.904894572947795	0.0	0.0
ADRA1A	0.0	0.0	0.0	2.054085725462941	2.2151409096200214	2.2774539707112726	1.703059695150327	0.0
JUNB	0.0	0.0	0.0	0.9012712459781416	0.8145296544906203	2.9769841430885444	2.615203100330716	0.9363876375254117
trichloroethylene	0.0	1.8294033676887944	2.2103253113347785	1.858601157291433	0.0	1.180304487092032	1.1422047438755552	0.0
benzene	0.0	1.8294033676887944	2.2103253113347785	1.858601157291433	0.0	1.180304487092032	1.1422047438755552	0.0
epigallocatechin-gallate	0.32187700048172463	0.6438805000436989	0.0	1.4945720365198352	1.2083158411127828	1.7744916970720392	1.8705716081202302	0.9038542559919563
manganese	2.6023660086541076	0.0	1.057020175022005	0.0	1.6136276988439178	2.9328555509730103	0.0	0.0
prexasertib	0.8346768757820836	0.0	0.0	0.0	2.359756925663395	2.2649596088025294	1.7110729107559015	1.0298527563156308
NPM1	0.0	0.0	0.0	2.1018864743847265	0.8890612104707241	3.562934566698578	1.6343278367752736	0.0
ERK	0.0	0.0	0.0	0.9145195576664336	3.2285002885164475	1.1559186870141602	2.8878501805649055	0.0
7S NGF	2.3008081981408623	0.0	0.0	0.0	2.2151409096200214	1.095964015209476	1.6343278367752736	0.9363876375254117
MAPK8	0.0	0.0	0.0	1.4520459123675553	1.4168703698386294	1.6608833141869523	3.65026877241168	0.0
rasagiline	0.0	0.599206867337017	1.0649042780026727	1.8665448439178403	1.1464850083595512	1.3881838382263316	2.0962891797157126	0.0
HTATIP2	0.0	0.6502559872300046	0.6042504192188353	0.0	0.8145687252069151	3.044988950387633	1.3540692423170426	1.6758178616790291
MK2206	0.0	0.0	0.9929407556988107	1.259810251874869	0.7864530634809372	2.3579759882787035	1.448711417689043	1.2958132578138255
ONECUT1	1.2132539900463466	0.9729641878958689	2.081209777755465	0.925966370537995	1.1464850083595512	1.7998796035037863	0.0	0.0
MRTFA	0.0	0.0	0.5784287426416305	1.8116355004498828	0.0	3.324613162223712	1.1904703755357402	1.2312986557808936
calcimycin	0.8346768757820836	0.0	0.7242050019175953	0.9218048487522434	1.5947134294661387	1.163748781064123	2.894811980113132	0.0
ELL2	0.0	1.3468471555096224	3.7158793777452543	0.0	0.0	3.0707877142959776	0.0	0.0
ARHGEF25	1.1192992232866972	0.0	0.8937327427619717	0.0	1.1432542134326993	3.3408512960372545	1.6343278367752736	0.0
Jnk	0.0	0.0	0.0	1.3749505394543142	3.124594867927987	1.5500560649254433	2.058613626259851	0.0
LEP	0.0	0.7702589364918688	0.3822735064153974	2.4513059705792095	0.0	2.7560761734556087	0.7637149384952402	0.9843694589044946
EIF2AK3	0.915874529007709	0.0	1.936343413892478	0.0	1.945015073893755	2.662836265621347	0.6471352396039776	0.0
cinnamaldehyde	0.9199371386355666	0.6034528754256732	0.9039147103243865	0.9128395669671096	1.141290740439287	1.1407958176861817	2.4835403292158014	0.0
CLDN1	0.0	0.599206867337017	0.7369998237515994	1.3749505394543142	0.0	2.961971135814086	1.5201484889005783	0.9038542559919563
rifaximin	0.6960077532062563	0.0	0.0	2.4459985034397262	1.0889332594106758	1.9809843723892624	1.8842760668199812	0.0
ATF1	1.6799975247644867	0.0	0.0	0.0	1.0607269240453643	1.7303726438447664	2.698998138347172	0.9038542559919563
LCK	0.8346768757820836	1.2216390349828952	0.7369998237515994	1.4872153943283226	1.487258728059825	0.0	1.2730716033083866	1.0298527563156308
T-5224	0.0	0.25143843919459186	2.802926357474224	2.584396129019054	0.0	0.9408406511916614	1.4910850689565818	0.0
TRIM2	3.0196331444551223	0.6775608279515535	1.6099061784262247	0.0	2.7627422870320233	0.0	0.0	0.0
APOC1	0.0	0.0	0.5735213277272346	2.196336942188946	0.9443070549599736	2.7932609240250743	1.5618915804479532	0.0
CSF2RA	0.0	0.0	0.0	0.9789831703394322	1.1982120811069201	1.7629224657191143	2.8453677128772235	1.2628140858888477
AFP	0.7331114531447999	0.7702589364918688	0.0	1.084871218935894	2.2151409096200214	1.2381861150905962	2.0029244298494495	0.0
trans-hydroxytamoxifen	0.0	0.0	0.0	2.69612334675219	1.733271218299172	1.4235723423062372	2.1883986832887437	0.0
Ca2+	0.3875413155045698	0.44888064349359225	0.0	1.4859154543647348	1.4274036286280831	1.5764093612826484	1.5903843455014928	1.1115974358916598
TRAPPC1	8.021922194405786	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPI	0.9337447763330848	0.0	0.5735213277272346	0.0	1.5429735012218335	2.7932609240250743	0.9674021751393403	1.2053509383114882
PMP22	0.0	0.599206867337017	1.1740793317453135	1.4859154543647348	0.0	2.2170848527346028	2.538877472221391	0.0
EIF2A	0.7932633752173424	0.6041154173085909	0.0	1.8374216991003522	1.210188433317645	2.2166843562977574	1.3242947462647154	0.0
ELK4	0.0	0.0	0.0	1.193644020317536	2.668390607695883	1.6508473660671814	1.3540692423170426	1.101600851599109
SLC25A5	2.0620446026529766	1.3203841822663906	2.6339167198502773	0.0	1.0349140396652041	0.0	0.0	0.9038542559919563
MIR124	0.0	0.0	0.0	1.3676329024514697	0.0	4.0692199522146275	1.561376360632932	0.9524591275287881
ERBB4	0.0	0.0	0.0	0.0	1.099829762803453	5.409740430172415	1.4400120739426436	0.0
EGR1	0.7830828905262022	0.0	0.0	1.317104417439985	2.5107103565062223	1.699385122623447	1.6343278367752736	0.0
WNT1	0.0	0.0	0.0	2.0999276960169713	1.5216897604769726	1.0894876939056346	1.9916870320414266	1.231310587384896
SW016789	0.8346768757820836	0.0	0.0	0.0	3.7522244346527582	3.3430533624072534	0.0	0.0
SRF	0.0	0.6041154173085909	1.4274436629274432	1.3295612562481605	1.29412278534564	1.5385469631531847	1.7301817530881576	0.0
ACOX1	1.6784878909412262	0.5693694291244333	0.0	1.2134128045203334	1.7355609228172	1.229635058916428	1.4894192319882416	0.0
genistein	0.0	0.0	0.0	1.9394829664636841	1.1849571785426796	3.784166842444788	0.989718902155504	0.0
mir-133	0.8863449299261552	0.6775608279515535	1.7934713783542269	0.0	1.1464850083595512	1.5865923893579466	1.8063566370070296	0.0
saikosaponin A	0.8393570273655939	0.0	0.0	0.0	1.6694773434136037	1.5348031323110602	2.34304945565803	1.5074925012013056
IL33	1.0147681297364581	0.0	0.3069834436327078	1.797459202901948	2.3736286092025214	1.1624861988850426	1.2252914151619667	0.0
15(S)-HETE	0.0	2.23203017405591	0.9449445470253836	2.196336942188946	0.9443070549599736	0.0	1.5618915804479532	0.0
APC	0.2228423596438952	0.0	-0.0	2.292586895348306	0.0	3.1119473429152853	2.2510709245968608	0.0
TSC1	1.3740401265144104	0.8163031580366853	0.9058404949009815	0.0	0.7173475954898002	3.0707877142959776	0.9923079251740696	0.0
estrogen	0.0	0.0	0.11612133208052158	1.867690194842687	1.5091340221616747	1.6758057989241166	2.700932465951727	0.0
PDE6B	3.132719850490661	0.599206867337017	0.0	0.0	1.8127155359813794	0.8939715955623388	1.4262443061131107	0.0
CPE	1.0120628041249145	0.0	0.0	1.0440108120886487	0.982554848758483	1.2785941742550828	2.49982784103598	1.0198230401817057
RPS6KA4	0.0	0.0	0.0	0.0	1.9635916872024157	1.7629224657191143	2.8453677128772235	1.2628140858888477
NTRK2	0.0	0.0	0.0	2.937901965345324	0.0	1.2635929289313275	2.638418534835412	0.975199953004536
HDAC4	0.0	0.0	0.7853078449494295	1.5796249743525046	1.1306310378906839	2.145826494839703	1.1904703755357402	0.975199953004536
FOXM1	0.0	0.0	0.0	1.620171535145197	0.0	2.2274982282314504	2.851414557262792	1.101600851599109
clioquinol	0.0	0.0	0.0	1.084871218935894	1.3518822358001623	1.9809843723892624	2.0029244298494495	1.3557947072480405
FOSL1	0.0	0.381602428375588	0.0	0.0	1.8520896768070996	1.4280984168255726	2.4289946136288663	1.675448410808139
ZNRD1ASP	1.2723202135339657	0.0	0.0	1.6441891105055164	2.5107103565062223	2.3289133019069133	0.0	0.0
CSF1	0.0	0.0	0.9050679799978267	1.0588279753579974	0.8871622935912188	2.3102429342867583	2.593340260905292	0.0
bisphenol A	0.0	0.0	1.2995597948835547	0.9929264751128556	1.096852124765604	1.519406001619891	1.8625172285879785	0.983118296971244
ELK1	0.0	0.0	0.0	1.0764376263202535	1.800309839940474	2.193587905518865	1.6644963742244454	1.010924329851479
CNTF	0.8087266447997105	0.0	0.0	0.9128395669671096	1.2133320341654803	2.166579295803464	1.4262443061131107	1.2053509383114882
lapatinib	0.8104418651821998	0.0	0.0	0.8481348912086351	1.126931542979209	0.9381373758832727	2.054424323570389	1.9307825089013486
Sox2ot	0.0	0.0	0.0	2.196336942188946	0.0	0.8939715955623388	3.40789720910493	1.2053509383114882
TTYH1	0.0	0.0	0.0	2.744592976659007	2.2151409096200214	1.095964015209476	1.6343278367752736	0.0
mir-1	0.0	0.7847815805906792	1.9489985887404473	2.0139013740401372	0.0	1.7575332970129356	1.1449155184660107	0.0
ATG5	2.2609678992605224	0.6034528754256732	1.4926883478116215	0.0	2.3897547671696673	0.8939715955623388	0.0	0.0
DMD	0.0	0.0	0.6975963665992213	2.9061917516116247	0.0	1.1087510801736358	2.915205280584158	0.0
PTGS2	0.9954876324488605	0.0	0.0	1.2768976189126044	2.151751485868922	0.9894165996417527	1.287230752717585	0.9188201658556998
mir-210	1.079797623665435	0.6774344168220283	3.543630918510541	0.0	0.0	2.318039028144573	0.0	0.0
BMP7	0.0	0.0	0.30602133360913913	1.8570772102447717	0.0	1.8140257467386038	3.632387570362914	0.0
crocidolite asbestos	0.0	0.0	0.0	0.0	2.063269479335305	2.3308003263234234	1.7315820789355423	1.4695016292031782
Notch	0.0	0.0	0.0	2.3750045304633702	1.3518822358001623	2.3878296426572008	1.4531100364263974	0.0
THBS2	0.0	0.0	0.0	2.662338819875313	1.1982120811069201	2.5747328027625715	1.1265555383945483	0.0
Fgf	0.0	0.0	0.0	1.4520459123675553	1.3659379392067537	1.650454538639287	1.6493923250396916	1.439041789465238
MAPK14	0.9151035735116928	0.0	0.0	0.903929106282843	1.4159250150476566	1.095964015209476	2.047747789663601	1.1770278853311111
CD247	1.9632634705972196	0.0	0.0	0.0	2.8275928777896344	2.7480583250311037	0.0	0.0
Manf	3.1313779057639457	0.0	1.61669790774366	0.0	0.0	2.7864782947029485	0.0	0.0
SOX4	0.8346768757820836	0.0	0.6042504192188353	1.8374216991003522	1.2992093761410461	1.7303726438447664	1.1904703755357402	0.0
GBX2	0.7208927593790537	0.0	0.0	1.7023559471510274	1.982870754203131	2.1472666754330065	0.9367975614025321	0.0
LIN28B	0.0	0.0	0.0	1.2205022555777472	0.0	2.238531818974351	4.020801649025435	0.0
hydrogel	0.0	0.0	0.5001191757760799	2.184524894900308	0.0	2.4456599118144426	2.34304945565803	0.0
RAMP3	0.0	0.0	0.0	0.903929106282843	0.0	1.7629224657191143	2.3299572062671143	2.4468635862082193
okadaic acid	0.0	0.0	0.0	1.5292900348193017	0.7973776412916913	1.3007647110651634	2.8878501805649055	0.9099934492005741
MMP3	0.0	1.0116200066798007	2.5998239608891605	0.0	1.4800216737354954	1.3835421540493131	0.9435006695011291	0.0
MT-TM	1.8745966841739785	1.0411593917590471	0.0	2.4459985034397262	0.0	0.0	0.0	2.0336757800793395
TFRC	1.5891752214246786	0.0	0.0	0.0	1.7837651792251654	2.9627110500355283	1.0575910018928505	0.0
BLACAT1	0.0	0.0	0.0	1.2040117417457108	0.8871622935912188	2.4456599118144426	1.3393227897898343	1.5074925012013056
sGC	0.0	0.0	0.0	1.4836184868183788	2.2151409096200214	1.095964015209476	1.6343278367752736	0.9363876375254117
LINC00887	0.0	0.0	0.0	1.4836184868183788	0.0	2.0352785766872645	2.8900751590265186	0.9363876375254117
