© 2000-2023 QIAGEN. All rights reserved.

Diseases and Bio Functions	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
Morphology of brain	0.0	0.0	12.965811129517405	7.3332335685498204	5.55004717434591	9.461457243253198	10.037611741052602	1.1503343188068573
Congenital aplastic anemia	9.348854990029718	5.226134330982587	0.0	10.040971446784651	7.760444780160486	4.973578624351837	8.770745525434995	0.0
Colon cancer	0.0	0.0	19.75783912270902	5.220648729960044	5.025391212169956	10.777699130052003	4.503016647128031	0.0
Upper gastrointestinal carcinoma	0.0	1.541114975202088	22.658418808477343	4.532987634668089	6.001664893032043	10.465551742213352	0.0	0.0
Morphology of neurites	3.8670006428434207	0.0	10.340302060437745	7.787327400995532	5.277350787948527	9.97744946406232	7.940029579680881	0.0
Development of genital tumor	0.0	0.0	15.967186906661542	7.388658739516789	5.338687039646459	10.496991263198774	5.709896445434485	0.0
Processing of rRNA	7.636859916944297	8.027087368541455	0.0	9.081857084310004	7.183190936206764	0.0	10.943665152593736	1.979332343933227
Tumorigenesis of reproductive tract	0.0	0.0	15.491840364268807	7.826899213640036	5.144343127227608	10.755769393457332	5.623168722371643	0.0
Breast or pancreatic cancer	1.7795544169390738	0.0	16.48009040249638	4.645332127680226	9.424130489308427	6.882755314014585	5.473308998540686	0.0
Female genital neoplasm	0.0	0.0	15.588245538954123	7.773112610431852	5.080402117364571	10.661869622844158	5.570365742647697	0.0
Colon tumor	0.0	0.0	19.071889445480608	5.188800198003931	5.079934919078846	10.852870917302651	4.335873556172517	0.0
Genital tract cancer	0.0	0.0	19.82417313414101	6.835813850857322	3.735023044769549	9.43054692827765	4.636016372902887	0.0
Morphology of cellular protrusions	2.7264170761385875	0.0	12.230078656955541	5.989302591975361	5.855127486708419	9.66314019011137	7.800793059587279	0.0
Familial mitochondrial disorder	10.895917860988906	7.534497426340171	14.456575302319818	0.0	9.34687602716891	0.0	0.0	1.338088367849588
Autism or intellectual disability	2.947441623301952	1.9427413069769288	21.364952842076637	0.0	6.912761725898725	10.29827724896259	0.0	0.0
Mitochondrial disorder	11.398785757186463	7.31171718544273	14.423555239182459	0.0	9.782513517273797	0.0	0.0	0.0
Kidney carcinoma	5.543225282317558	0.0	14.755873244698304	4.0264933782987	14.350108896125867	0.0	4.128377791465152	0.0
Anemia	8.887275607079022	5.236642466166498	0.0	5.919574199902387	7.037620764893771	7.636511190218834	5.873243133985172	1.540491968320321
Familial mental retardation	2.947441623301952	2.63093704486883	14.027535442962309	0.0	7.3780148912213805	9.832339718403082	5.284807341361961	0.0
Non-colon gastrointestinal cancer	0.0	1.5252820595779792	20.327289002536318	3.961190686581678	6.201448649080297	10.024002397227097	0.0	0.0
Syndromic encephalopathy	0.0	2.650263219923312	13.68640604515193	3.1623759754272323	7.634382945590114	10.769218614042577	3.976373758144548	0.0
Transcription	4.697141455534359	4.464068059193724	11.603779792754779	0.0	5.640538304006614	9.298305774569089	6.0381699222785565	0.0
Bone marrow lesion	0.0	0.0	16.490943328031417	0.0	11.078964372115847	14.125752682944066	0.0	0.0
Benign solid tumor	3.050701481717829	3.5447260263742715	10.044058892442788	6.577966802530731	5.678672836343157	4.981581465908682	6.442094914654304	1.2324921725090159
Early-onset neurological disorder	0.0	1.691849864954443	14.271374701845708	3.885807574625536	7.314730522236521	9.96708848994966	4.335873556172517	0.0
Replication of virus	4.919602078696529	5.8746018386750665	7.778589648381184	4.00982459078278	6.528131381556174	8.32016004487593	3.830287301308911	0.0
Early-onset encephalopathy	0.0	2.058680215537905	15.017744088685891	3.21355725554101	7.799321235042372	8.864497075890963	4.139855505748551	0.0
Upper renal tract carcinoma	0.0	1.6430989737925237	15.375469348470926	0.0	14.854591339245466	4.602711738421399	4.585078571328835	0.0
Leigh syndrome	9.898676582751694	8.383332194814578	14.256732388745405	0.0	6.017128324990621	0.0	0.0	2.305031398762045
Alzheimer disease	4.927246769497103	0.0	10.658790491599085	5.513381275973182	3.243059184149944	9.91131229264817	3.294526290209444	3.2664387922833407
Renal cell carcinoma	5.281320388293365	0.0	14.118834097059631	3.9473479449602022	13.379587222040987	0.0	4.022655770623484	0.0
Development of digestive organ tumor	0.0	0.0	21.625660367688262	4.487170273181463	4.79918175318123	9.834501573955595	0.0	0.0
Oral cavity carcinoma	1.7842352747716286	0.0	16.542212788808165	3.3451165041800963	8.908025553216302	6.793394031416791	3.349089337458684	0.0
Transcription of RNA	4.923162841379205	5.231588424280514	11.661967342005573	0.0	5.2710720342043045	8.864955040454047	4.765616397265933	0.0
Migration of cells	0.0	0.0	9.567439417129773	8.46605791158194	3.243654933307584	13.106352283684485	6.110177458172171	0.0
Severe psychological disorder	1.7392171968900585	0.0	8.510439615408199	6.58359114830078	6.884553747890572	10.768300059551846	5.923042287363371	0.0
Uterine tumor	0.0	0.0	16.03442276262123	5.287765071393729	5.351212128441652	8.8964120407535	4.786084821798556	0.0
Pelvic cancer	0.0	0.0	18.80087276270878	6.937725314783947	0.0	9.717447975692886	4.890199938295919	0.0
Stabilization of protein	4.440280901958273	7.177941409839897	10.271740413054456	5.270040183737613	6.077631054588643	6.97136696040992	0.0	0.0
Progressive neuropathy	8.837446632800438	3.3058635868539286	6.886753794626313	0.0	10.390326218386415	10.749256548987843	0.0	0.0
Colorectal carcinoma	0.0	0.0	19.124345775122304	3.307288110813854	5.0969664380276765	8.982066310853412	3.645048592148476	0.0
Dominant mental retardation	3.2578955179050393	0.0	13.52419671082081	0.0	6.722039395132309	10.993562710178587	5.4398921660995025	0.0
Intestinal carcinoma	0.0	0.0	39.92306148115699	0.0	0.0	0.0	0.0	0.0
Acute leukemia	3.125401222281194	1.6972557024592716	11.220972617899518	4.899787944226693	5.70852583501727	7.203317350522955	4.322701695600922	1.675203060879781
Cell cycle progression	3.157192047286117	5.9969393242144475	9.131612384862294	3.8223794314100257	7.247686128795553	5.839720534771139	4.624438482361654	0.0
Splicing of RNA	7.7047891525514665	7.642946924291531	9.812285094603263	0.0	14.615614803239561	0.0	0.0	0.0
Colon carcinoma	0.0	0.0	18.566698494744983	3.64696260242886	4.253129033900673	8.924006240005259	3.995932766526208	0.0
Neoplasia of leukocytes	0.0	0.0	10.006071810903675	9.54517163794665	6.706649097271301	6.607350311969385	6.504140928838769	0.0
Colorectal cancer	0.0	0.0	15.90771492328934	5.2395529254937365	5.133518114127351	9.056322950664267	3.9876881108536204	0.0
Intestinal tumor	0.0	0.0	34.57901567406897	0.0	4.699527452754898	0.0	0.0	0.0
Colorectal tumor	0.0	0.0	15.744597174053972	5.018539394088542	5.226967442175856	9.455762546177928	3.682526683942473	0.0
Seizure disorder	1.588596559891992	0.0	7.523543021312943	7.755961299939521	8.279001576185657	8.93028308153522	4.961242822041728	0.0
Metabolic syndrome X	8.887723975115954	3.4782761996242826	0.0	4.776025456109657	9.748416246778872	5.316934739807561	4.84390898583084	1.849977882449828
Hepatobiliary carcinoma	0.0	1.5715470690070243	16.896010363153728	5.230576386156896	3.44503534357573	7.930957066626391	3.8258779767511863	0.0
Hepatobiliary system cancer	0.0	0.0	16.62846804527513	5.630027551092391	3.717588814392282	8.54221236332653	4.306458673486985	0.0
Cancer of cells	0.0	0.0	9.671426661289651	8.347581090243821	5.909902861208203	7.798203457541155	6.733392674510272	0.0
Intestinal adenocarcinoma	0.0	0.0	38.3819473405555	0.0	0.0	0.0	0.0	0.0
Autosomal dominant mental retardation	3.1860900385651236	2.079850661432645	11.836222367516962	0.0	5.1382606474808705	10.683270324463074	5.239283159525338	0.0
Tumorigenesis of gastrointestinal tumor	0.0	0.0	19.833921201074535	0.0	5.146028092204035	9.506828567970508	3.666023899525486	0.0
Differentiation of neural cells	2.944337332922817	0.0	9.422421372391957	7.714530822577153	0.0	10.820976673700766	7.002452661457376	0.0
Lymphocytic cancer	0.0	0.0	10.70540080183251	9.22698778596592	6.527913102205176	6.095433440048592	5.2873090021456655	0.0
Malignant lymphocytic neoplasm	0.0	0.0	10.70540080183251	9.22698778596592	6.527913102205176	6.095433440048592	5.2873090021456655	0.0
Chromophobe renal cell carcinoma	12.087322708267077	3.9292648676132345	6.569444507237238	0.0	11.833173171030824	0.0	0.0	3.1014335295308766
Metastasis	4.385191812962301	2.39039966902157	0.0	4.30170174247438	5.578620635900769	10.661336428754442	9.02790011992461	1.166313281923723
Leukemia	2.863486614026566	0.0	10.563385043873817	5.9579756380673	5.5688150859746814	6.537288859650777	4.652773402327109	1.152655715562402
Advanced malignant tumor	4.520584401469878	2.4603065221268707	0.0	4.962873863860752	5.729089429218069	9.96284610393533	8.169900868018704	1.3735218165287775
Malignant neoplasm of aerodigestive tract	0.0	0.0	16.12138245676879	0.0	7.554726187251534	9.713514741310359	3.74955719618795	0.0
Development of head	1.6664994888787563	0.0	8.912587569158248	5.715130598341663	3.546115333345033	9.6439202263317	5.74221799561249	1.7371713172779013
Cognition	2.090368440902572	0.0	9.635727334669511	5.341415019054936	7.250346010679583	6.725646960422481	4.26651936718158	1.445163978829419
Liver cancer	0.0	0.0	15.245673558536371	6.207026037693994	3.447438806791143	8.369698216934678	3.4815006106577187	0.0
Tumorigenesis of lymphocytes	0.0	0.0	8.478394601604379	9.022966910833112	6.953640563496506	5.437652548996381	6.645474150908752	0.0
Female genital tract cancer	0.0	0.0	12.95406385969394	6.215848344616813	3.854093363113777	8.90792269716494	4.139855505748551	0.0
Liver carcinoma	0.0	0.0	15.896086500500697	5.848544768524039	3.363276022637319	7.864188485999392	3.072125666266214	0.0
Rheumatic Disease	4.765709163317864	2.8455596605737665	0.0	7.247870820300905	7.70798804409005	7.860866524910655	5.400914649098648	0.0
Refractory acute myeloid leukemia	4.909063388268557	6.2214854127337516	0.0	7.133844548147113	3.854093363113777	4.717838713409058	5.14357160204775	3.820550123607923
Lymphoma	1.5966814987002804	0.0	7.703294750483693	6.607372757748084	8.003193789009574	7.579005083342387	4.218993708890861	0.0
Splicing of mRNA	7.498483738692264	6.935310963406802	7.998035282298652	0.0	13.20034320566709	0.0	0.0	0.0
Hereditary neuropathy	4.252182254231191	2.1590618209926067	9.621237660777922	6.064071967752873	5.002732410259074	6.042473885560201	0.0	2.469089469893318
Morphology of head	0.0	0.0	9.631528416545152	5.812843203776192	3.8605659929221035	7.359907154590194	8.724464927087622	0.0
Oral squamous cell carcinoma	0.0	0.0	14.579079035340435	3.2252874232296747	8.710881061764004	5.646906637606783	3.1483329398268816	0.0
Malignant neoplasm of respiratory system	0.0	0.0	7.5138272568878595	5.470367374443602	6.173167959447276	10.443223663675203	5.647912302969678	0.0
Gastro-esophageal carcinoma	0.0	0.0	17.90060217507369	3.572271719808542	6.101147233228201	7.622000286661018	0.0	0.0
Abnormal morphology of brain	0.0	0.0	10.542823377996088	6.072710054947187	4.233695974466456	6.3710532935743265	7.953099673910228	0.0
Extension of cellular protrusions	1.9645337549636301	0.0	12.110398925063887	4.633184836263535	0.0	7.872004847447936	8.57921515839752	0.0
Glioblastoma	1.588596559891992	1.5475950196192052	8.13098834380544	3.2657007776928135	4.390676906981969	9.125432217578254	6.814215985802125	0.0
Migration of neural cells	1.9720255078404403	0.0	7.8467288295179	3.9573936312833826	3.5345042281383146	11.207738920340043	4.849407923220366	1.4489496368433092
Malignant neoplasm of retroperitoneum	1.8251327266813808	0.0	12.169042907403895	3.63758048604915	11.26515846009489	0.0	4.6049330986205215	1.2471548565062875
Abnormal morphology of central nervous system	0.0	0.0	9.883309177909805	6.207026037693994	4.594348979557941	6.37950798311811	7.681079855009467	0.0
Hematologic cancer of cells	0.0	0.0	9.179470640118977	8.508235364750364	6.11830565541342	6.262729866886112	4.634648968237896	0.0
Central nervous system solid tumor	0.0	0.0	20.581793429005618	3.905660787590793	3.463912815567541	6.7059026391877925	0.0	0.0
Pelvic adenocarcinoma	0.0	0.0	17.60388277322816	5.150313239023892	3.5442835673235478	8.169647550467918	0.0	0.0
Development of body axis	0.0	0.0	8.595383689767587	5.391919835330017	3.8257533986571084	10.134994108087492	6.4909571310583765	0.0
Endometrioid carcinoma	0.0	0.0	14.088672836200553	4.3443786204596195	4.642152263519301	7.930957066626391	3.2099561245598083	0.0
Embryonal tumor	2.051948083142478	1.4037835894164432	8.323781137962143	3.999132773216135	4.294831838189238	7.066501346034088	6.995623979316269	0.0
Nervous system neoplasm	0.0	0.0	20.111033620717873	3.951672563775562	3.1713422199049717	6.607350311969385	0.0	0.0
Lung cancer	0.0	0.0	6.769626045918756	4.895717035143447	5.95832928638536	10.191084040405096	5.90537534862788	0.0
Axonogenesis	1.627230990058978	0.0	10.581930961897989	3.8659216498646995	3.389522457810877	6.37947037219415	4.652773402327109	3.171126031137396
Non-traumatic arthropathy	3.0473867299030992	3.4304687544867813	0.0	6.640200978707355	6.4767465101812824	6.686499216188921	5.6691580137033375	1.6994910949262887
Pelvic carcinoma	0.0	0.0	16.542212788808165	4.8762601724731525	0.0	8.865554403626081	3.349089337458684	0.0
Stage I non-small cell lung carcinoma	7.622333085780241	5.179396445986642	0.0	4.053176571729446	8.661762276939752	0.0	8.100569326806564	0.0
Gastric carcinoma	0.0	0.0	16.37450722068574	3.9012449598718137	6.722039395132309	6.607350311969385	0.0	0.0
Congenital neurological disorder	0.0	1.4414851615527295	12.80112156810877	3.904436373631126	4.502071849020134	6.314687036118177	4.495965298804218	0.0
Mature B cell malignant tumor	0.0	1.7875663811099145	8.02212108492698	4.65178713427217	5.840291253956107	8.643412542599199	4.490427261181646	0.0
Development of colorectal tumor	0.0	0.0	19.078863774616213	0.0	5.178793214809413	9.066072312512961	0.0	0.0
Cell movement of tumor cell lines	0.0	0.0	6.677153210911871	7.091272557784309	3.680310546452614	10.370529263454713	5.3762641997730345	0.0
Replication of RNA virus	4.340655572438741	6.299335797341216	7.443352242237858	3.3236954388162006	4.843882678045132	6.9321934650156445	0.0	0.0
Replication of Influenza A virus	4.875080322544688	2.9901610957318976	7.141759235050804	4.153041318079208	6.912761725898725	6.963565455247092	0.0	0.0
Processing of mRNA	5.923382293761975	5.684438608993975	8.840430552517615	0.0	12.484329109598045	0.0	0.0	0.0
Female genital tract adenocarcinoma	0.0	0.0	12.26496156028134	5.136659181655777	3.9780544215222267	7.921416508850094	3.580542348742617	0.0
Genital carcinoma	0.0	0.0	15.859629487652205	4.796114122193989	0.0	8.767978610075527	3.4011883217184393	0.0
Mature lymphocytic neoplasm	0.0	0.0	8.784487342509793	6.262845084576503	6.035126291200794	7.264375176239516	4.264630039914995	0.0
Breast or ovarian carcinoma	0.0	0.0	13.428749054686826	3.2195717098393377	7.479058448867376	5.172805350572813	3.290776665444064	0.0
Uterine cancer	0.0	0.0	13.199290003877087	4.147405702873532	4.040641178358742	7.664678036898253	3.0903158739626906	0.0
Glioma	0.0	0.0	19.29064463365889	3.390004958908083	3.6004310179835675	5.709274809358468	0.0	0.0
Benign lesion	2.7334117809447354	2.5392066637527857	9.140408669303662	6.12810017312217	5.81582028414787	0.0	5.258535441216066	0.0
Differentiation of neuroglia	2.9677067556477734	0.0	7.37130532647171	5.9060304215745845	0.0	10.370529263454713	4.9665707178310825	0.0
Learning	1.8678050620800475	0.0	7.4688554005366266	5.13108200240766	5.431050397180858	6.289683884172537	3.943488814722255	1.4368832597153691
Formation of brain	2.471143273641439	0.0	9.499062138237473	0.0	6.912024355038359	7.715965028833373	4.823363463731081	0.0
Non-Hodgkin lymphoma	1.7327437399984436	0.0	8.379812040254754	5.656788066198614	7.473524709289294	8.092275340102368	0.0	0.0
Central nervous system amyloidosis	5.231002202502702	1.4451548547835198	10.900051541662911	0.0	3.4815692512041005	10.255240583756683	0.0	0.0
Mitochondrial complex I deficiency	12.076318501883986	4.172235805569106	9.73082034465944	0.0	5.267113152787747	0.0	0.0	0.0
Advanced lung carcinoma	6.789079516601156	4.448346459607261	0.0	3.9473479449602022	7.165881615937202	0.0	8.88369152447047	0.0
Hepato-pancreato-biliary cancer	0.0	0.0	15.684923791246682	4.575483646886824	3.4765100522814762	7.477024108851913	0.0	0.0
Extraadrenal retroperitoneal tumor	0.0	0.0	11.87564242012208	3.8628900589205406	10.219249428967833	0.0	3.602572574853348	1.6451752451949984
Inflammation of joint	3.3621643610230003	2.6190542674769954	0.0	6.526591848958148	5.5750392443930235	6.672781099048227	4.911816373496264	1.5348989202720156
Organization of organelle	0.0	6.282611488918919	14.081625455534622	0.0	0.0	5.839720534771139	3.069575067665457	1.684581467730715
Metastatic lung carcinoma	6.695212146572105	4.042526047292963	0.0	4.277442516892463	6.510476483547504	0.0	9.414446105678413	0.0
Sensitivity of tumor cell lines	5.231002202502702	2.968752257986981	16.068552157341937	0.0	6.654395280503031	0.0	0.0	0.0
Invasion of cells	0.0	0.0	7.658054482877636	5.916751975432939	0.0	9.629189984364025	7.634191472411616	0.0
Apoptosis of neurons	2.2120552861997083	1.487240065679597	7.016069001184309	5.246187905156074	3.811523191972073	5.790051047101466	5.173792496468436	0.0
Upper aerodigestive tract carcinoma	0.0	0.0	15.056507990699751	0.0	6.956490714722171	8.426897667787365	0.0	0.0
Endocytosis	2.244476017897914	5.189756967121108	13.199290003877087	0.0	0.0	6.528363197092147	3.123521345377792	0.0
Blastoma	0.0	0.0	7.541341076724517	3.218872846892816	4.129544984507321	8.54511808372213	6.733392674510272	0.0
Stage I-IV non-small cell lung cancer	5.456144192218774	4.554044360224783	0.0	4.306877798138768	7.184637626908912	0.0	8.653188952257159	0.0
Gastric lesion	0.0	0.0	14.56730169185011	3.2233710573203673	6.0069201369148795	6.283624352909059	0.0	0.0
Leukoencephalopathy	5.780716682864313	6.594666086123572	12.021127972000391	0.0	3.5393075441289437	0.0	0.0	2.0954976794686653
Gastric cancer	0.0	0.0	14.430289813203725	3.1983687670600394	5.908523170665027	6.2430435540365465	0.0	0.0
Colorectal adenocarcinoma	0.0	0.0	17.871822704378854	0.0	4.175762409927625	7.692308015269728	0.0	0.0
Transformation of fibroblast cell lines	2.018480048733511	2.2742682736241555	0.0	5.6256935016326155	4.293045371513902	6.406429776163306	9.110124886406075	0.0
Mature B-cell neoplasm	0.0	0.0	7.551270180758411	5.308401961718672	5.291452051044657	6.783757808085032	4.768842147961822	0.0
Stage I epithelial cancer	6.467293902862114	3.978433021807724	0.0	3.695893544290387	7.287769473372361	0.0	8.271789224296674	0.0
Cell-cell contact	0.0	0.0	8.649438904240812	3.660873787758894	3.86765485032396	7.526776092264091	4.786084821798556	1.1503343188068573
Refractory malignant tumor	3.3193098464842383	3.755202807203884	0.0	6.161998486758395	4.183967228588375	4.466898880786617	5.318721257263664	2.4037815774980675
Respiratory system tumor	0.0	0.0	7.339585540175383	5.729897110959963	6.034499346515863	10.496039876671713	0.0	0.0
Gastroesophageal cancer	0.0	0.0	16.61395402808938	0.0	5.742792465054992	7.143831860585294	0.0	0.0
Abnormal morphology of head	0.0	0.0	7.811126976972123	4.65178713427217	3.093788594437314	5.866952126786804	7.914686554761393	0.0
Morphology of brain cells	1.720927419033109	0.0	10.509502132150207	6.028720418419392	0.0	5.824037544185198	4.84390898583084	0.0
Rheumatoid arthritis	3.462412797576391	4.1589898957963705	0.0	4.280408160543649	4.84042850094462	5.701413705455468	5.00735180697377	1.3651253178299858
Folding of protein	10.574551871020706	3.42857050949503	8.936982079369416	0.0	0.0	5.810597976117278	0.0	0.0
Morphology of central nervous system cells	1.9241896883594893	0.0	9.136301177707537	6.4240374030952365	0.0	5.8120000698924	5.396030964231297	0.0
Intrathoracic organ tumor	0.0	0.0	6.510545876148328	5.646995431686789	5.869277792549175	10.465551742213352	0.0	0.0
Breast carcinoma	1.924919875567358	0.0	13.097708217549663	0.0	8.92229010227596	4.529863320981987	0.0	0.0
Failure of bone marrow	8.963427007028963	5.3437291970744205	0.0	0.0	7.389597210496606	6.629359986879423	0.0	0.0
Colon adenocarcinoma	0.0	0.0	16.853054839287317	0.0	3.6576341368463745	7.678827193830901	0.0	0.0
Immune mediated inflammatory disease	2.8238033699359275	2.3347447528420044	0.0	5.188800198003931	5.96865824314791	5.33877697820741	4.831906729845283	1.6665057192295682
Differentiation of oligodendrocytes	4.183763688168616	0.0	6.767229487183315	6.0742259842537845	0.0	7.139624684576751	3.9387987434502603	0.0
Extension of neurites	0.0	0.0	9.92187009327891	3.332225207354045	0.0	6.2587805383736	5.6691580137033375	2.855357218084322
B-cell non-Hodgkin lymphoma	0.0	0.0	7.768005832315195	4.124705567450496	6.0484781439542745	6.993593392866393	3.0501610056773965	0.0
Oral tumor	0.0	1.667401571383098	17.370757610615254	0.0	0.0	8.915571140077892	0.0	0.0
Cell death of neuroblastoma cell lines	3.6776659207732645	0.0	8.569671237589436	3.332225207354045	0.0	7.811143781453208	4.536492940152847	0.0
Lung tumor	0.0	0.0	6.57230988593444	5.3119629877717705	5.795711247942892	10.227715291430142	0.0	0.0
Metastatic non-small cell lung carcinoma	6.225993594947524	3.739665630322897	0.0	3.8109789377005687	6.086205201439334	0.0	7.979065508610774	0.0
B-cell neoplasm	0.0	0.0	7.143589221714817	6.446458498423602	5.236300368432777	4.585022134873073	4.38400870998933	0.0
Development of renal tumor	0.0	0.0	14.133762621228621	0.0	13.592288342897108	0.0	0.0	0.0
Assembly of protein-protein complex	8.125400861685465	2.9912202525148874	7.223414951388502	0.0	9.360471723929278	0.0	0.0	0.0
Transcription of DNA	2.8635813055041126	3.7028092103466688	9.925825938330462	0.0	4.435565234437709	6.636697280045714	0.0	0.0
Length of cells	3.4653511706592544	0.0	8.02522456364378	3.3393362279874874	0.0	7.555472109901639	5.1627324453139	0.0
Infection of epithelial cell lines	4.202822952182695	4.515064243778469	10.69745974905131	0.0	3.4189638858337394	4.621458190624054	0.0	0.0
Metabolism of nucleoside triphosphate	5.5919056088575525	3.461719283960972	6.582488449049648	0.0	5.353900692825661	6.297251015274529	0.0	0.0
Growth of tumor	2.92818871342758	1.5809287195371615	0.0	4.429368902598135	5.239400383296917	7.654170299805366	5.44379519100162	0.0
Malignant neoplasm of male genital organ	0.0	0.0	14.979387613392397	5.34832051107857	3.389522457810877	0.0	3.3720574028915973	0.0
Schizophrenia spectrum disorder	1.9216405726350785	0.0	0.0	6.019769946614974	5.036761680921211	7.562107363614289	5.295556304047732	1.1715974430400624
B cell cancer	0.0	0.0	6.74697923364978	5.3907476951517115	5.036761680921211	5.178904952175136	4.618541016170093	0.0
Long-term potentiation	1.974789863532811	0.0	11.5282620143315	4.652289661965644	0.0	4.513772850893228	4.038666103662822	0.0
Infection of embryonic cell lines	3.8990317698162804	4.144646356228219	10.617488973588294	0.0	3.1484347765068987	4.645219172928085	0.0	0.0
Locomotion	0.0	0.0	6.894495586807168	6.353213697222517	3.4202449048994366	8.577333946515946	0.0	1.1503343188068573
Stomach tumor	0.0	0.0	14.25665059212248	0.0	5.9033402461019	6.194281828900873	0.0	0.0
Size of cells	0.0	3.8411452754842217	7.042633776050577	0.0	5.672467163587861	5.865085766472819	3.9008116390870673	0.0
Sensitivity of cells	4.385191812962301	3.1298732911116787	13.215626193802136	0.0	5.5062762318645015	0.0	0.0	0.0
Prostate cancer	0.0	0.0	14.42590336403056	5.0636150127310495	3.277421415577225	0.0	3.240931452700285	0.0
Non-small cell lung carcinoma	0.0	0.0	6.2362741484631306	3.168788518964728	4.871391999091953	6.806486703706615	3.573139188994042	1.2316427537308985
Morphology of hippocampus	0.0	0.0	9.54996398518919	4.811768025892089	0.0	5.2530288811894374	6.184379166828889	0.0
Schizophrenia	1.6837378015053142	0.0	0.0	6.641271190749403	4.594348979557941	7.441325421662237	5.360716484502728	0.0
Congenital encephalopathy	0.0	0.0	11.524540649477213	0.0	5.384778907128378	5.484999890902428	3.2311650227555835	0.0
Infection of kidney cell lines	3.946306134044114	3.8428412755257475	9.928620587761712	0.0	3.187973186458683	4.701187705212395	0.0	0.0
Systemic autoimmune syndrome	2.4124200774715963	3.61151881898469	0.0	6.207026037693994	5.897101101040875	0.0	4.952567914487629	2.32260577076364
Shape change of neurites	0.0	0.0	14.515252976073718	7.336301238888931	0.0	0.0	0.0	3.4092206048926057
Development of neuroepithelial tumor	0.0	0.0	19.405175406510214	0.0	0.0	5.8262546916732685	0.0	0.0
Refractory leukemia	4.875080322544688	6.460795057735614	0.0	5.444940291010868	4.887681790713424	0.0	3.494908467048169	0.0
Low-grade lymphoma	2.1822840692396106	0.0	7.001128765231228	3.595647574329015	5.309806283826511	5.837682229825218	0.0	1.1503343188068573
Male genital neoplasm	0.0	0.0	15.597400181517656	5.788404597759421	3.639866520614236	0.0	0.0	0.0
Advanced lung cancer	4.875080322544688	2.4653440201436156	0.0	0.0	5.648283197486465	5.794611145498103	6.131956495250823	0.0
Mitochondrial encephalomyopathy	8.79969445777431	0.0	10.879438726787912	0.0	5.235369384809472	0.0	0.0	0.0
Endometrial cancer	0.0	0.0	11.87564242012208	3.496904414312538	3.5442835673235478	5.804591240295919	0.0	0.0
Development of cytoplasm	0.0	4.71128305713912	8.575151032872201	4.999506243077032	0.0	6.170294810119999	0.0	0.0
Length of neurons	3.49765383476568	0.0	7.108254976359151	3.2233710573203673	0.0	6.095433440048592	4.379388362224019	0.0
Female genital carcinoma	0.0	0.0	11.940313976299736	4.35783381173519	0.0	8.002179418391101	0.0	0.0
Morphology of cerebral cortex	0.0	0.0	9.458865964716756	3.90143275884096	0.0	5.168510712718388	5.745726340859554	0.0
Lymphatic system tumor	0.0	0.0	11.053607454928994	0.0	6.461345091632059	6.4040177225388115	0.0	0.0
Prostatic tumor	0.0	0.0	14.86455287252774	5.528269582882411	3.5248640348665177	0.0	0.0	0.0
Quantity of nervous tissue	0.0	0.0	8.674354610248056	0.0	4.445710203956	0.0	10.779964258662039	0.0
Colony formation of cells	0.0	4.116168100624428	7.0702403429745235	0.0	0.0	6.53831564623899	5.014683744177255	1.1503343188068573
Benign connective or soft tissue neoplasm	0.0	0.0	6.5546819633004505	6.754044794928788	4.408649694100974	0.0	4.750664201967785	1.3702858275046381
Quantity of cells	0.0	0.0	0.0	6.748063256037016	0.0	8.013701356407767	6.719639474392916	2.2983012502881093
Upper aero-digestive squamous cell carcinoma	0.0	0.0	11.88987896516667	0.0	6.836189221585155	4.987448713755067	0.0	0.0
Dendritic growth/branching	1.698458882805098	0.0	10.423597013083258	4.139074073674693	0.0	0.0	5.079676105394774	2.365223581935211
Growth of lesion	0.0	0.0	0.0	4.667975446617768	5.421487636533336	7.844244262584978	5.71791080041895	0.0
Refractory acute leukemia	4.634833401059584	6.199063953383072	0.0	5.679422455178385	3.6240591688502644	0.0	0.0	3.5117414191718805
Upper gastrointestinal tract tumor	0.0	1.620533127827362	21.99118929480657	0.0	0.0	0.0	0.0	0.0
Transport of protein	2.3559553073148796	5.477622768502947	15.736194490068815	0.0	0.0	0.0	0.0	0.0
Neurotransmission	0.0	0.0	7.604584170347858	4.8339231565335234	3.7816994590048334	6.03300437678401	0.0	1.2324921725090159
Seizures	0.0	0.0	0.0	6.344596032045026	6.226635862732256	7.4217931315385295	3.4095005585100604	0.0
Endometrioid endometrial adenocarcinoma	0.0	0.0	13.010068809038595	0.0	4.061546660732757	6.102225711120315	0.0	0.0
