Gene	PVal	FDR	Log2FC
LRRC4B	7.20421512080901e-05	0.00104619594851891	-0.505819466349708
FAM114A2	7.32785335640145e-05	0.00106036816400155	-0.259671588135174
XACT	7.51219207322472e-05	0.00108191511545157	0.28317313112939
RGS11	7.50957166356672e-05	0.00108191511545157	0.271459167056857
RPL35A	7.57126832541966e-05	0.00108913898773086	-0.416495074073308
SRSF8	7.66391609910112e-05	0.00110116949786261	-0.499617164198206
JPT1	7.75257959902317e-05	0.001112599937049	-0.661288667763803
SLAIN1	7.76552791785443e-05	0.00111315014625301	-0.322390123910038
RWDD1	7.78453780699927e-05	0.00111456694298807	-0.711625707854929
ACBD6	7.81865499339537e-05	0.00111814090672526	-0.305064572062173
AC245060.7	7.90697402602576e-05	0.00112944881613863	0.294419692291268
PUF60	7.97819907833022e-05	0.0011369631895408	-0.644252954609447
COX6A1	8.29172280065344e-05	0.00117206956671737	-0.386656176765981
RABAC1	8.27629118877019e-05	0.00117206956671737	-0.51521735729799
GPM6B	8.41562754744949e-05	0.00118683671174366	-0.338992858991538
PSMD8	8.48123033798335e-05	0.00119333255896072	-0.611609457683275
PCMT1	8.60329720420353e-05	0.00120911471524669	-0.449550711009659
RPL23A	8.64100924336046e-05	0.00121301891826622	-0.631544315419295
OLFM1	8.67780101607852e-05	0.00121678511836242	-0.591052269940572
SRPK2	8.75531563914722e-05	0.00122484157962091	-0.589125418743364
TMED7	8.79349654477181e-05	0.00122738062400248	-0.527106119539994
IER3IP1	8.79356461149735e-05	0.00122738062400248	-0.377121837437797
DYNC1H1	9.0638872101155e-05	0.00126078799546277	-0.252539760523765
DHX36	9.14574655997929e-05	0.00126354075494374	-0.465608087554304
SLC1A1	9.14524814697668e-05	0.00126354075494374	-0.264126548763301
ARL3	9.17643708122968e-05	0.0012663483172097	-0.740080211928345
VEZT	9.38522052237618e-05	0.00129078489008762	0.324441898755057
FTX	9.42688470353104e-05	0.00129505672535686	0.505213061320767
MRPL4	9.47575699236176e-05	0.00130030809154735	-0.323596450246697
SDHC	9.5216891062349e-05	0.00130514465829907	-0.340565695022583
PARP14	9.58326118710864e-05	0.00131064242864678	0.270280859613963
LRWD1	9.57496078527214e-05	0.00131064242864678	-0.166251137203005
RPL22L1	9.70863545351218e-05	0.00132305758794924	-0.170502747803122
VPS33A	9.8117623178599e-05	0.00133442152770627	-0.159198041215259
THY1	9.96601947849682e-05	0.00135238884323202	-0.417592742161792
FUNDC2	0.000100487214154716	0.00136209805379749	-0.40886261958489
NKX2-2	0.000101510127048392	0.00137291603725583	-0.30552974821823
GLTP	0.000101625927869752	0.00137296178879787	-0.405527566962698
ZNF32	0.000102686027747723	0.00138422125483768	-0.545558858316794
WDCP	0.000104174718087656	0.00140119585022527	-0.254523376733626
RPL8	0.000104133192027734	0.00140119585022527	-0.448373266126282
MACROH2A1	0.000104289833520189	0.00140120103056333	-0.463216497129082
CSGALNACT2	0.000105616063615551	0.00141746042300739	0.167621385681723
OLIG1	0.000106385667993192	0.00142622191350258	-0.375610163298349
UBC	0.000106893563837175	0.00143145953414848	-0.464279264682164
NUCB2	0.000109928203205235	0.00146316668884997	-0.237541342569558
VTI1B	0.000110469962104916	0.00146648874694276	-0.610635088589163
SET	0.000111955384543129	0.00147977393011389	-0.48006968774922
COMMD4	0.000111757588573248	0.00147977393011389	-0.203190432851159
C4orf48	0.000113576942574207	0.00149796457846521	-0.570214894338555
ABAT	0.000114991389590768	0.00151277659156707	-0.446041048201032
RASSF2	0.000115071600226465	0.00151277659156707	-0.446169578184358
PSMD7	0.00011583137608153	0.00152112752267067	-0.222438264717031
ZFYVE1	0.000116443075546546	0.00152587905756435	-0.206581894185276
USP51	0.000116703032249906	0.00152764644466034	-0.168283526385843
ANKRD36C	0.000118144371512478	0.00154385899627891	0.55995135920977
RHOC	0.000119029644795348	0.00154814595514972	-0.654086701545915
ZNF462	0.000118911583271534	0.00154814595514972	0.551068109295502
DNAJC5	0.000118702262094957	0.00154814595514972	-0.345997632623625
TMED1	0.000119227912272115	0.00154907499210568	-0.361522672264647
YWHAE	0.000120560329165334	0.00156472189170693	-0.415092671443835
TMA7	0.000120863718595296	0.00156489825054683	-0.423495607847681
KCTD20	0.000120958318882847	0.00156489825054683	-0.418363097856202
EBPL	0.000123492333569603	0.0015959913967043	-0.377473823849418
SUB1	0.000124098977973331	0.00160044436957581	-0.504461147556399
CAMK2N1	0.00012439981174686	0.00160263175196667	-0.554284235694035
RAD51D	0.000126722116706891	0.00162714732781965	-0.177786045954644
RTN4RL2	0.0001277471986464	0.00163198382538544	-0.229807816011022
NENF	0.000128390516075591	0.00163848837286436	-0.681144087987204
MT-CYB	0.00012901725136485	0.00164476794459177	0.373520590204888
MRPS6	0.000131343009866373	0.00167267172001879	-0.505902106130549
CALM2	0.000137979672486991	0.00174807649386268	-0.480647518620782
IST1	0.000139652153299792	0.0017619542853826	0.241975372125428
HAX1	0.000141644922688075	0.00178341179462831	-0.258313890965595
TMEM263	0.000143064782929476	0.00179573503999762	-0.362439620648746
PCSK1N	0.000145665082587351	0.00182275374348291	-0.384640902065912
MYL12B	0.000146761079998844	0.00182897252043458	-0.892366504471838
TMBIM6	0.000147447349249927	0.00183378256251462	-0.377552574161539
MTX2	0.000148342021681569	0.00184303266612106	-0.39013490185617
ACER3	0.000149637536722997	0.00185610968640109	-0.167311725979107
PNKD	0.00015157890855241	0.00187297229435703	-0.723894493845443
BLOC1S4	0.000155318753790992	0.00191535468119021	-0.345324186704173
DLC1	0.000155417709740399	0.00191535468119021	0.19864688975335
GRSF1	0.000156327703827301	0.00192268907033517	-0.18328356597991
RPL7A	0.00015878265368379	0.00194895733612073	-0.398561966637195
ARF3	0.000159556662115301	0.00195257065572563	-0.153182925125175
VAT1	0.000162980240013928	0.00198848918210799	-0.15776498751809
SLC25A3	0.000163537759288201	0.00199131271603868	-0.553900864381058
HMGN1	0.000165968244798133	0.00201488088838926	-0.370530216025124
ADAP1	0.000167897642850329	0.00203627995246383	-0.156434774769817
TNFAIP6	0.000170178062165367	0.00205686548029216	-0.40204852048692
DNAAF2	0.000170307997247016	0.00205686548029216	-0.184645046547428
PDCD5	0.00017043706428033	0.00205686548029216	-0.619110910513079
H2AZ2	0.000172105028933506	0.00207105093112328	-0.547620678547766
PEX2	0.00017535681932463	0.00210771891746859	-0.237522278790035
UBE2S	0.000177869837674349	0.002131278935986	-0.645977557987913
PAFAH1B3	0.000179558822282134	0.00214155458645674	-0.586783397636464
PRPF40A	0.000180181681452036	0.00214479422570538	-0.452405160850897
COPS8	0.000180812081149544	0.00214602327218599	-0.402354568324375
ARPC2	0.000181638609849377	0.00215374013795189	-0.569085827014095
SGIP1	0.000182171139342476	0.00215586833797447	0.185871665380118
RPN2	0.000182062455895127	0.00215586833797447	-0.232489496130031
DMTF1	0.000183706028029775	0.00216972099035614	0.20380347483046
RPS9	0.000185592674302718	0.0021878796633775	-0.510712062206801
SNRPA	0.000185854990058458	0.00218885920307035	-0.311824525969326
SNHG30	0.000187852514798232	0.00221025314376764	-0.234390374297226
NUTM2B-AS1	0.000191167574650345	0.00224192311501936	0.180737952206751
NRXN3	0.000191278464410888	0.00224192311501936	0.40025388118425
RPLP1	0.000192847988541137	0.00225815195019454	-0.39775331264138
NCOA1	0.000198080422968228	0.00230395829115331	-0.177397313304126
HSBP1	0.000199006566290387	0.00231033003241872	-0.68308473522914
MRPS35	0.000200762909721798	0.00232850656831179	-0.335878967470405
TELO2	0.000201043055191148	0.00232954348486669	-0.177042555314522
TAF1D	0.000203152117680443	0.00234685266132529	0.297444335824552
AP1S1	0.000204144012873441	0.00235430673203337	-0.573299079682226
PRELID3B	0.000207085556350411	0.00238597726387507	-0.195085159668066
PMPCB	0.00020953051400276	0.00240733411807686	0.317547867918231
ITM2B	0.000212878987376715	0.00243435493710844	-0.290117342769947
COMT	0.000212667881353805	0.00243435493710844	-0.282201686506289
TMEM14B	0.000214505487858635	0.00244836964786683	-0.33789618771521
CCDC43	0.000216655934464207	0.00246655279190007	-0.272967335327053
RPL36	0.000217174538925066	0.00246960208928476	-0.46673787487968
ADD1	0.000221063642974295	0.00250449932434607	-0.190178495962791
NUCB1	0.000223126227256931	0.00252318575323046	-0.313196474308936
NME1	0.000223662526050671	0.0025245752593871	-0.748293959841706
SOBP	0.00022593678585855	0.00254554055875505	0.525155920529416
RPL35	0.000227125024363861	0.00255421539830187	-0.505938621965561
ORMDL3	0.000229073282458046	0.00256902846525264	-0.187894448266678
CUL3	0.000230656415738779	0.00258405404458139	-0.258365080165593
PTPRN2	0.000233983480956869	0.00261449245464432	-0.169480759906299
SOX11	0.000235754374801882	0.00263187219328646	-0.260197931131974
WDR1	0.000236146410338112	0.0026338411958533	-0.341751687237704
RNF181	0.000236530656426731	0.00263571980560189	-0.277095883273591
REEP5	0.000237476202370031	0.00264384399229278	-0.358790694023253
ERP29	0.000239768286115588	0.00266450416590508	-0.47326241826041
CYRIB	0.000241980585920827	0.00268176850803181	-0.552154082452092
GRAMD1C	0.000243480256821314	0.00269594231782295	0.155314378636728
POMGNT2	0.000258679565787911	0.00283402299865295	-0.263373675538345
GON4L	0.000259870309165754	0.00284135728365385	-0.19596970197102
MIAT	0.000261899660761343	0.00286098439792333	0.232280518400528
RPS12	0.000266185772732668	0.00289485916507932	-0.575017105031868
NDUFA1	0.000266048197991653	0.00289485916507932	-0.559179951361203
RPL18A	0.00026945335478413	0.00292518561953651	-0.485937376936739
AC074032.1	0.000275408998306678	0.00298453424695604	-0.216594720469749
RRAGA	0.000279080290089664	0.00301362297335549	-0.656513764189471
STRAP	0.000278821978469053	0.00301362297335549	-0.42649677473357
HEXIM2	0.000279523249201332	0.0030157397901907	-0.151649657893477
RAB8A	0.000282526532444494	0.00304306379728979	-0.309555166933809
GNPTG	0.000284731426781703	0.00305367621880669	-0.303337296080464
PAN3	0.000290557901259101	0.00309919969264402	0.335244294455284
VEGFB	0.000298190121812037	0.00317664191440188	-0.507497069164429
SEMA6D	0.000298855502526601	0.00317937478428343	0.421731757411803
UBN2	0.000302985637475404	0.00321212117229784	0.215642021536598
MFSD3	0.000304259172747899	0.00322003230222711	-0.21930801221103
RPS6	0.000312711602087584	0.0032980542282346	-0.53924074105972
HNRNPF	0.000313901860843624	0.00330489950558895	-0.567421319176469
PHB2	0.000324107022742889	0.00340061775666572	-0.528486410221762
TMEM178A	0.000328611887136644	0.00344196996363622	-0.166086022287742
ASAH1	0.000329932184522613	0.00344988165203311	-0.308748590772166
UQCRH	0.000331191226927193	0.00345712688415539	-0.741196740510983
PRDM2	0.000331949850569244	0.00346208669940408	-0.232129314958602
SCARB2	0.000335252664507564	0.00349355016350758	-0.349173941957367
KAT6A	0.00034071647738581	0.00353841015162661	0.439386093925183
TARS3	0.000340431829285971	0.00353841015162661	-0.265447589095869
UBR3	0.000342235030907454	0.00355116094517649	0.248086805295308
NDUFB3	0.000343907911822663	0.00356246592628514	-0.706154746631048
KIAA0895L	0.00034656232764993	0.00358692009117677	0.308094266797491
CD63	0.000346945867100658	0.00358784917434406	-0.357594516077191
BCAS2	0.000348818578510897	0.00360416353583214	-0.272246376190968
LINC01116	0.000355141891755965	0.00366639723078242	0.208366248148326
ATP5PB	0.000358535934892709	0.00369271573232508	-0.210787978057279
HNRNPDL	0.000359231704853884	0.00369301078399031	-0.364561776221715
COL6A1	0.000359932309911184	0.00369710117825508	0.553920605967683
RBM6	0.000360354081067593	0.00369832301855338	0.482476757742266
LEPROT	0.000362461942019471	0.00371371451164748	-0.159117817464834
PIKFYVE	0.00036306424542181	0.00371676750153945	0.217453698212505
PDS5A	0.000364572127393055	0.00372284230087908	0.157413134005965
PRDX6	0.000369507706830185	0.00377008991104181	-0.507775994046916
AC133555.6	0.000371468470241715	0.00378062035588505	-0.17311562462043
TF	0.000373535544585499	0.0037914786496905	0.31653428999177
GTF2A2	0.000376734651582353	0.00381830730271807	-0.656773726731304
SMIM18	0.000381944470254421	0.00386149653577587	-0.241179453197087
RPL14	0.000391604350153723	0.00394609235018764	-0.601024388820516
IFIT3	0.000391326991258526	0.00394609235018764	-0.205008915423041
PNMA8B	0.000397473643960698	0.00399206053757567	-0.242097863825783
CISD1	0.000401979190710423	0.0040306829689215	-0.506223557604728
RPL21	0.000403378414573845	0.00403808244031998	-0.427300382261479
TAF7	0.000418447875040073	0.00416503985156024	-0.385900155550054
YAF2	0.000421950113524495	0.00418988355866985	-0.383214802355677
CCNI	0.00043138578915513	0.00426946081276467	-0.424721931531532
RSRC1	0.000433541548849337	0.00428385350816906	0.291373789851912
MARCHF1	0.00043488121889084	0.00429361707866922	0.293995478507699
CMTM8	0.000441235546789907	0.00434231243589455	-0.258374401846031
TMEM126B	0.000441145933340138	0.00434231243589455	-0.543857810788443
AASS	0.000446142219353274	0.0043800119975575	0.238231216464378
MLF2	0.000446762933369387	0.00438258289577536	-0.516527709944003
UBE2N	0.000448049343010544	0.00438624604351495	-0.651297615158721
SF3B4	0.000448942940693333	0.0043898639989493	-0.438841471900648
BSG	0.000455124684334505	0.00443964678097229	-0.312222233314881
R3HCC1	0.000458616087221658	0.00446656959588366	-0.157498409236644
DNMT3A	0.000462682778918503	0.0044954214629528	0.169374406162434
GPX1	0.000469017603581185	0.00454251545799922	-0.698081170834504
GET1	0.000472748682791839	0.00457140115830303	-0.569395786051359
ZNF814	0.00047941692803574	0.00462489647875237	0.195560729069947
YTHDF2	0.000480329300490489	0.00463004084206026	-0.481691988211278
UQCR10	0.000483901984296205	0.00465346057811776	-0.654781999211823
TMED5	0.000489825912228001	0.00469932746743171	-0.389852302559625
ZNF787	0.000496590897721885	0.0047567565755901	-0.190110856125528
LRP1B	0.000506206289856787	0.00482614942858777	0.385349654727465
MRPL17	0.000513533648329146	0.00487697235384437	-0.193598908658863
RPL28	0.000513190159434497	0.00487697235384437	-0.374029916443878
TLN2	0.000517759912516294	0.00490947345618129	0.156433167094933
DSTN	0.000519273069892618	0.00492000155360632	-0.585203374507995
PCSK7	0.000521471484272792	0.00493317679118792	0.309553672046351
TDP2	0.000533226306751653	0.00502104308740011	-0.153819214658206
EDEM3	0.000538130947973405	0.00505942514826728	0.366126308786135
INKA2	0.00053913057655634	0.00506492440883276	-0.209563560180621
RBFOX2	0.000541511694314162	0.00508338379912288	0.170544209281953
SAE1	0.000542696995749501	0.0050905978564429	-0.338683617404905
B3GAT2	0.000552129262864053	0.00515926142873655	-0.363675175640211
RHOB	0.000554668816679639	0.00517112233443391	-0.54305617718507
DNMT1	0.000554427391548088	0.00517112233443391	-0.258242741405833
ECHDC1	0.00056163488299515	0.00522378353143184	-0.206948601819906
SHISA4	0.000563596514756967	0.00523437584389874	-0.316881676991721
RPL24	0.000570947741153239	0.00529058024484409	-0.393922299990388
ANKS1B	0.000574778959921729	0.00531801169509399	-0.178473829716953
SMS	0.000578331098291362	0.00534278192392769	-0.465750761521281
ENO1	0.000580375401203876	0.00535510360413751	-0.689111975753399
BUD31	0.00058698650833402	0.00538066967140566	-0.533303248016922
LAYN	0.000584576609308462	0.00538066967140566	-0.255422627847537
ELOB	0.000586191660425931	0.00538066967140566	-0.367742588635343
SAT2	0.000593025929797802	0.00542112700645251	-0.351777752496892
MICAL3	0.000597081796094058	0.00545004482488545	0.230279269718321
PDIA6	0.00060176536443954	0.00548050737949299	-0.369953809089735
SNRPA1	0.000602844585933811	0.00548624510283877	-0.393407085646267
PAIP2	0.000609694487875881	0.00553620727169378	-0.576382463970122
MTREX	0.000613027510349703	0.00556233654078821	0.323624933439739
HNRNPH3	0.000614246844607061	0.00556926259330812	-0.173631923132179
RAB1A	0.000616189026617906	0.00557406527682751	-0.283145224588639
ATP6V1A	0.000615438230319475	0.00557406527682751	-0.304547282017567
COX14	0.000618111966487571	0.00558284222365112	-0.179021778546779
GPX4	0.000622501549806426	0.00561492719925102	-0.553806060401077
HECTD4	0.000630491352115009	0.00568279769991188	0.175116310938539
MRPL54	0.000645550905234432	0.00579288259046886	-0.429276848786123
RPL37	0.000649549339927818	0.00582448317807522	-0.625320971315115
SEM1	0.000657021978125591	0.00588716758536159	-0.554804142997039
KIZ	0.000665485695166222	0.00594990980605057	0.283387023059583
SMG1	0.000674006165699037	0.00601727872929995	0.395006647418407
RPS19BP1	0.000677446827290654	0.00603476156214497	-0.62362718564072
PCED1A	0.000690121562312053	0.00613424646325845	0.271119730675776
RELB	0.000694348293008572	0.00616357072217866	-0.178406963468861
NDN	0.000698015486633792	0.0061908955252422	-0.298031562163057
DLG2	0.000699745238954519	0.0061927453647475	0.217766715250909
LAMTOR4	0.000704206583636146	0.00622320912152551	-0.704592172679694
CSMD3	0.00071781899091464	0.00632976414154548	0.468851643094699
FBXO45	0.000722203930401021	0.00635461957021052	-0.257255804128439
UBE2L3	0.000721820043999098	0.00635461957021052	-0.547659989590704
RNF7	0.000727001400368585	0.00638308274816788	-0.56910793994276
TMX1	0.000730581176849454	0.00640990510981493	-0.229497549354372
GOLGA8B	0.00073258282859973	0.00642285289712025	0.481846426405859
ALKBH4	0.000738738068524568	0.00645675444832508	-0.367780629950103
PEPD	0.000739092992611026	0.00645675444832508	-0.525155785079994
CHRM3-AS2	0.000754438731501671	0.00658140016273565	0.206977305540208
ACBD5	0.000759473766577932	0.00662059465468686	-0.301628707916874
RAF1	0.000763003164068025	0.00664661743421026	0.237269867193078
B2M	0.000766371688080314	0.00666645115849351	-0.410716138313282
TMEFF2	0.000770280485577925	0.00668990606950493	-0.223089541390156
MAGI1	0.000774948349036459	0.00672190638265786	0.391800194077193
POP7	0.000776314527560831	0.00672897751958867	-0.430882366960327
DCLK2	0.000776893675724251	0.00672922160398601	-0.262467827737477
RTN4	0.00078256692902038	0.00676876055532996	-0.361189112801035
TCEA1	0.000784337222267572	0.00677927140520443	-0.587997547390763
ECPAS	0.000787271910784271	0.0067998245024104	0.263718640486996
ST13	0.000798673109707951	0.00686484541587295	-0.640897388078402
ZNF608	0.000810386022226089	0.00694543472943665	0.165363183685261
CCDC91	0.000809935009067195	0.00694543472943665	-0.167673425852066
APC2	0.00082921930930888	0.00706717056845035	-0.245881611352906
SSR4	0.000830933352367439	0.00707684032947248	-0.431034154943619
UBXN1	0.000834713620773731	0.007104081847045	-0.595765923847398
DRAP1	0.000846836211649977	0.00718607617139994	-0.703666610729605
GIT1	0.000846725543118065	0.00718607617139994	-0.18692512902268
INPP1	0.000854769484734124	0.00723945888838964	-0.288230730012112
PMP22	0.000863125582558823	0.00728065087177507	-0.328257335879189
PMEPA1	0.000863209896203251	0.00728065087177507	-0.400319517207754
PTPRF	0.000865324896005734	0.00729345269490548	0.221178728355652
OLFM2	0.000874668997883051	0.00736204856729545	-0.466753403609625
RAPGEF4	0.000885845526684809	0.007440736875792	0.240367211987057
ORMDL1	0.000891391545324689	0.00748217521859136	-0.41640957393809
BLOC1S2	0.000901854472119696	0.00753891079260633	-0.573184443404897
PSENEN	0.000908844832329617	0.00759214906788072	-0.414350844730974
H4C3	0.000923664085111155	0.00769489049895125	-0.834447209916493
COMMD9	0.000927416436731082	0.00771327982447789	-0.32153894177938
DIP2B	0.000928243720475752	0.00771327982447789	-0.286758254784778
ENOSF1	0.00092839771898653	0.00771327982447789	0.172299137320219
BCL2L1	0.000929047926664148	0.00771343462158344	-0.278197271133821
PLD3	0.000942191849262199	0.00780664114995878	-0.284618094382531
MRPL27	0.0009443550327349	0.00781840963417252	-0.343107553655577
NIPA2	0.000946242413524573	0.00781898416534209	-0.170028243509858
SLC6A1	0.000948003505735822	0.00782823990233374	0.501779649853039
ZNF276	0.00095675300807304	0.00789515168080813	0.286357863479757
LRIG2	0.000959169017379498	0.00790974423312343	0.188710484630742
POU3F1	0.000970514135508774	0.00799250784691076	-0.305683423465276
ZNF704	0.000976305646191668	0.00802397096698441	0.503882896390894
LRCH3	0.000983100581809636	0.00806353754576298	0.262629569237637
DECR1	0.000986095443605394	0.00807725261754036	-0.589541340787783
NDUFB11	0.000992306569882911	0.00812268105762734	-0.670733858578877
VPS36	0.00100461714372622	0.00819946345040191	-0.172261823203914
TMX4	0.0010110933306934	0.00824331298248227	-0.320013631306014
AP2A2	0.00101471098590686	0.0082562726654767	0.447930732495992
GOLGA8A	0.0010361479718319	0.00840270596280412	0.569446653259042
C12orf75	0.00104558439658751	0.0084679855673231	-0.150930384589542
ARL6IP5	0.00104816448028937	0.00848325566452888	-0.372368895709844
IGF2R	0.00105265061234038	0.00851392180696226	0.294171418824616
SF3B5	0.00105358692647134	0.0085158551508898	-0.701261726110662
MPC1	0.00105849831511256	0.00854424317413729	-0.633846236371326
ERO1B	0.00107100715049659	0.00863380219736955	0.255497672655612
DNPH1	0.00107058350065699	0.00863380219736955	-0.674547500860144
STRIP2	0.00107263889416153	0.00864125251609157	0.233189356547175
CDKN1B	0.00108426454485075	0.0087291515400542	-0.601328083550775
DAG1	0.00108936887048694	0.00876446773073586	-0.262158148149728
AKAP12	0.0010929332296417	0.00877580113978572	-0.358181615284205
HECTD1	0.00109391130965048	0.00877788359051337	0.382970260243663
TCEAL9	0.00109767335639003	0.00880228805094642	-0.6106855091958
RAB2A	0.00110015567351563	0.00881640501354747	-0.33687489599152
NDUFB2	0.00110402143092891	0.00883000244658467	-0.453356172981233
OST4	0.00111001422426162	0.00885918494414563	-0.591545098680915
LTN1	0.00111157051371542	0.00886136467624444	0.27834997896517
LSM1	0.00111596634225861	0.00889060465623252	-0.41923490506102
TMEM183A	0.00112208239216869	0.00892768225117665	-0.156694774874013
TOMM7	0.00113032195318615	0.00898153676920132	-0.472786172730749
PRDX5	0.00113755859945074	0.00902373721186342	-0.51373628333987
LUC7L	0.00113650641158493	0.00902373721186342	0.169065570814122
INTS3	0.00114179142642717	0.00904912309601236	0.192913939503685
PRDX4	0.00115511220689837	0.00914282915285144	-0.404348939824614
CCT5	0.00115867570104687	0.0091650947777755	-0.580053943507272
RPS26	0.00116536365009685	0.00919417716965945	-0.488528375446905
INO80C	0.00116535165245388	0.00919417716965945	-0.218194129456439
GCSH	0.00117051044257204	0.00922882119763225	-0.427988074324168
LSM2	0.00117558394249601	0.00926284302561534	-0.446273519557887
LARP1	0.00118188318517167	0.00929448766291151	0.289979811469608
TM9SF3	0.00118510191901693	0.00930781333566156	-0.314246054648823
PEX11A	0.00119040345073052	0.00934344302298959	-0.177638648302928
GLT8D1	0.00119427805995012	0.00935480669812194	-0.264107253876746
MGA	0.00119685903833126	0.00936402270028163	0.265392872278003
MED11	0.00119973404113459	0.00937450533869275	-0.319599508246661
LINC02552	0.00121176688820832	0.00945642747967294	-0.380350984449029
PSIP1	0.00122254781310731	0.00952230640400484	-0.424996856819077
DPY30	0.00122423794585869	0.00952939326499179	-0.377489304067387
THOC1	0.00124447064198707	0.00966225044538343	0.341175733967104
CHCHD6	0.00124571712071838	0.00966578347861091	-0.394715165444012
EPG5	0.00125017650784178	0.00969422583509314	0.213726278991756
SPTLC2	0.00126176373274023	0.00977166802026407	0.159873255993087
ATOX1	0.00126873287146108	0.00981941353558569	-0.676733182356177
DEGS1	0.00128716022761306	0.00993476122126861	-0.292739215797476
ARL2BP	0.00128646986785531	0.00993476122126861	-0.501911433535897
MED31	0.00128919951303648	0.00994002124540056	-0.302365643811862
MYDGF	0.0012960140943962	0.00997996225401057	-0.419388995932251
UBR5	0.00130545277273437	0.0100399840764514	0.308629812684081
NBEA	0.00133439050145795	0.0102303271778443	0.199062894529809
CAP1	0.00134650921269621	0.0103038327159517	-0.474403127606924
MTDH	0.00135744269224666	0.0103776616739541	-0.35267665530336
TSR3	0.00136205001230845	0.0104032000002021	-0.346362476284306
SNX16	0.00136488584767173	0.0104183442860093	-0.219838406328772
RAB24	0.00137071766083523	0.0104497969986146	0.265970710000489
LRFN5	0.00138514295826322	0.0105531821268052	0.200965747593995
B4GALT7	0.0013957741059441	0.0106143145428987	-0.24919071906173
TMEM208	0.00139715541195559	0.0106182072471771	-0.289803773620703
RAD23A	0.00140278536392679	0.010647742479576	-0.408483809825984
EEF1AKNMT	0.00142630019484153	0.010806082059305	-0.178883963873696
SF3B6	0.0014307659685933	0.0108331957684005	-0.610182163779326
LAMTOR5	0.00143884846273237	0.0108876432932779	-0.664736248815694
CBFA2T2	0.0014457892195634	0.0109182145238436	0.239259161145497
AC008969.1	0.00145233673909105	0.0109490053052586	0.236785090675643
LSM8	0.00145721055672897	0.0109646876210846	-0.316714385656432
MT-ND4L	0.00145781221539498	0.0109646876210846	0.585109377915396
SMIM26	0.00146298888666401	0.0109886120989099	-0.474689424809466
CBX3	0.0014675410830336	0.0110092624367871	-0.444873888079154
RAB4A	0.00147041357728396	0.0110240399136703	-0.490964693332436
PHLDB1	0.00147657241272686	0.0110566394093398	0.193535660288823
IL6ST	0.00151843642579956	0.0113284447576604	0.196615848500475
DDX5	0.00152997310212645	0.0114005866359185	-0.317566524609547
SMAP1	0.00153781041262515	0.0114519991276774	-0.402229156306325
ATP10B	0.00156352977542214	0.0116115623215927	0.202787768995709
SIVA1	0.00156403059698746	0.0116115623215927	-0.477760271997943
RIOK3	0.00157356948693083	0.0116684906763122	0.307189579708295
DNAJA3	0.00157515182751924	0.0116731366926532	-0.252337787284741
B4GALNT4	0.00158096191499221	0.0116949048260447	0.335398555928787
LARP1B	0.00158312712059406	0.0116993907417318	0.330014942165862
SARAF	0.00159551519172724	0.011781152984622	-0.297552654493787
SPC25	0.00159716303893718	0.01178332672898	0.237167292446537
DIRAS1	0.00159870403585687	0.01178332672898	-0.203683508313814
DESI2	0.00161404349126646	0.0118308085817594	-0.43542294037215
THAP5	0.00161267641901562	0.0118308085817594	-0.379172884007492
GOLGA2	0.00161117476011716	0.0118308085817594	0.249654312863555
RNH1	0.00161580190898016	0.0118308085817594	-0.429629720031379
FIBIN	0.00161344364766016	0.0118308085817594	-0.350846958286623
SEPHS2	0.00161222435566474	0.0118308085817594	-0.43403658527817
PDCD10	0.00162243387920955	0.0118722498303093	-0.290822687616427
RGPD2	0.00164168547128692	0.0119772429276148	0.214017019013572
CIAO2A	0.00164165644192906	0.0119772429276148	-0.342967012958915
ADGRB3	0.00164697163177089	0.0120014704885548	0.191842227593477
ZNF678	0.00165024151690058	0.0120044358387643	-0.156104146066021
MLF1	0.00165131026030656	0.0120044358387643	0.285302939121228
UBE2R2	0.00166096489796834	0.0120602641491601	-0.4554545258291
SCLT1	0.00167423849345926	0.0121368319155396	0.258805610607052
HDHD5	0.00169898531125896	0.0122852028457109	-0.228929739307878
COX6C	0.0017011397628117	0.0122935029131475	-0.39868416027603
LAMTOR1	0.00171023922475983	0.0123300777166422	-0.642649146974125
CELSR2	0.00171520721166438	0.0123585992189127	0.173895635124848
APRT	0.00173952620073705	0.0125116805003543	-0.237425129826564
C1QL1	0.00174348855307866	0.0125238984016485	-0.464850375284493
TMEM18	0.00175667533533674	0.0125905374826688	-0.245860870384209
GPBP1	0.00175654687754386	0.0125905374826688	-0.288133264682791
PLAAT1	0.00177369199084227	0.0126901583386975	-0.356376063587995
POLR2B	0.00178774215069351	0.0127831937274121	-0.188730678364963
DAD1	0.00179309013656229	0.0127989537333929	-0.336073205406751
RPS27	0.00179785315356532	0.0128104904110229	-0.447245055353457
PNPT1	0.00181391394877887	0.0129173942020037	0.365613786079391
CYHR1	0.00182381840909691	0.0129692138071442	-0.196289394467268
RPL12	0.00182543834721043	0.0129692138071442	-0.737913604662758
DCTN3	0.00182965445738846	0.0129916104000496	-0.615186895795403
PHF3	0.00185235213435361	0.0131222602185966	-0.218149356502266
PLLP	0.001851863685828	0.0131222602185966	-0.399818494259438
IARS2	0.00186689762894495	0.0131946879295745	-0.29352836508774
MGLL	0.00186633063345627	0.0131946879295745	-0.417934048621291
KCMF1	0.00187015794839863	0.0132100861907417	-0.171545744187384
