Gene	PVal	FDR	Log2FC
RPL32	5.78994199742945e-08	1.24933854442766e-06	0.254613567261403
RPL15	6.44937319547144e-08	1.37944299187903e-06	0.220285603388667
KAZN	6.48431281265471e-08	1.38449147519147e-06	-0.212014923809838
JPT1	6.49578948585884e-08	1.3845214134519e-06	0.213917182647448
COL6A1	8.32384871965468e-08	1.74372494705219e-06	-0.156724085918898
GOLIM4	8.70381910318089e-08	1.81398878339843e-06	-0.172308851809124
RPL34	9.84795911528619e-08	2.03507825169188e-06	0.242035406483601
NAXE	1.17348719149323e-07	2.40466427344074e-06	-0.17192995139417
TNFAIP6	1.20075575308033e-07	2.45141429856381e-06	0.155778072009226
AGAP1	1.20232306954861e-07	2.45141429856381e-06	-0.164437765081712
RPL31	1.21791426567862e-07	2.47525353342092e-06	0.236056140583089
DCXR	1.21806875754194e-07	2.47525353342092e-06	-0.17508381539929
ABI2	1.25429315810582e-07	2.52783536962812e-06	0.200239192460117
BEX5	1.37586663903661e-07	2.74566327819512e-06	-0.184737699355712
H3-3B	1.37431629921872e-07	2.74566327819512e-06	0.233412295110388
RNF13	1.46983966488122e-07	2.92364036273524e-06	-0.163037064200172
SNRNP70	1.71835706282907e-07	3.36318827056594e-06	-0.16061453785469
DOCK1	1.75413399234217e-07	3.42224256365414e-06	-0.154199958489906
RPS15A	1.89098931396663e-07	3.67164586509928e-06	0.241660464202621
HSPB1	2.15995622403916e-07	4.16738473367934e-06	0.192154933381239
TTLL7	2.28425132930308e-07	4.36581556882292e-06	-0.150768130851123
RSF1	2.38427541827516e-07	4.5356940316814e-06	0.199180058141669
PACC1	2.51230461269794e-07	4.76588526665563e-06	-0.166589813904373
TRIM9	2.67654182462868e-07	5.06015561984366e-06	0.196489820726846
IRS2	2.72577148198365e-07	5.14526230439975e-06	0.15441253168474
SPART	2.8830533218574e-07	5.41443082705342e-06	-0.159398293412036
PCDH17	3.16578127089483e-07	5.88488381452642e-06	0.219054642301498
IER2	4.07161458645014e-07	7.44410612938855e-06	0.311187791722495
RPS3A	4.53234152148176e-07	8.20644348631749e-06	0.231322612195305
VIM	4.75180417762238e-07	8.57219858512587e-06	0.206988049197556
DLL3	4.83979437123041e-07	8.69241303762309e-06	-0.200896031571109
LAMTOR4	5.28743692535953e-07	9.4133334066204e-06	-0.185117404475101
SPECC1	5.47873140551096e-07	9.72554457202112e-06	0.162042422320565
SPARCL1	5.51091823075412e-07	9.76848248943397e-06	-0.213059565628137
PIK3R1	6.22530954061886e-07	1.09238082499394e-05	-0.194325618828363
UCHL1	7.38868990326477e-07	1.27815962873332e-05	-0.192375768056125
AP1S2	7.6700321814885e-07	1.32121442923158e-05	0.197108692862675
GRM5	7.68187646748449e-07	1.32139094785054e-05	-0.158969034953137
CEP126	8.38267902960669e-07	1.42786135269995e-05	-0.159606631582928
RPS13	8.45615021527667e-07	1.43636943781883e-05	0.184965342869094
PTMA	8.58286748174059e-07	1.45384966095004e-05	0.17830479310501
GNAQ	9.66241625215958e-07	1.61211871157958e-05	0.150099847080459
PEPD	1.16368269199748e-06	1.90000758253545e-05	-0.165432772287304
RPL10	1.30933460288155e-06	2.10961787664807e-05	0.157557372071101
NRCAM	1.46593739411037e-06	2.3403259338915e-05	-0.192232434299187
NR3C1	1.5232264156562e-06	2.40350958842496e-05	-0.1599788389394
MSRB2	1.5400022363433e-06	2.42684481451107e-05	-0.180162918190509
NFIB	1.54721519849565e-06	2.43506948701383e-05	0.183658658341362
SOX10	1.60711258558605e-06	2.51636743689262e-05	-0.218626302863395
RPS14	1.7755370333827e-06	2.73948133944414e-05	0.204877435383831
NDUFB1	1.79473398438296e-06	2.76059019537394e-05	-0.165972597590587
PNN	1.82997113591523e-06	2.81124999785317e-05	0.159084572067657
KIF2A	1.87803419523602e-06	2.88146125960019e-05	-0.160418030667134
ZFP36L2	1.9094873235434e-06	2.91871948466028e-05	-0.199105374902559
AC131097.2	2.16621206393377e-06	3.2864531598538e-05	-0.174693612710067
PTP4A2	2.22966438564054e-06	3.3785224741722e-05	0.159323038385891
PHLDB1	2.28427138518588e-06	3.4484309551638e-05	-0.150460812923706
LRRN1	2.46977258520579e-06	3.69648683616645e-05	-0.174104671585047
GABPB1-AS1	2.53812191121793e-06	3.78949668724995e-05	0.18295818708547
AFAP1	2.61780507506996e-06	3.87061178956773e-05	-0.15099216110327
TMED9	2.62334860018886e-06	3.87411807183876e-05	-0.166725202708081
RPS24	2.88408351754162e-06	4.1982493444262e-05	0.201173240469446
PPP1R14B	3.00619372963164e-06	4.35007630568616e-05	0.236879001649181
POLR2J3.1	3.16550171189492e-06	4.55899438766188e-05	0.173476540432285
AFAP1L2	3.1699183059508e-06	4.55997788817163e-05	-0.161879815496399
THUMPD3-AS1	3.174476243878e-06	4.56116216076259e-05	0.176368282387344
SMOC1	3.38887152826295e-06	4.8350803708733e-05	0.201882397622916
MIF	3.7152278803321e-06	5.2516294100111e-05	-0.19989405460117
EXOC1	4.06141920164295e-06	5.64301623545681e-05	-0.153392649144887
JPX	4.25905776824593e-06	5.89081229032701e-05	0.154032400385868
HEY1	4.35327815463535e-06	5.99397814008586e-05	0.193042097512923
G3BP1	4.60641780541454e-06	6.32114389410425e-05	0.165420324356383
TJP1	5.0076838903688e-06	6.73285076721107e-05	-0.177448040668005
HNRNPA3	5.05445206753352e-06	6.78351902206449e-05	0.157345100293151
HNRNPAB	5.19168588820035e-06	6.91451033288886e-05	0.177569476116106
PPP2CB	5.20710116879429e-06	6.92748655495476e-05	0.159734869221545
DNER	5.76363116202185e-06	7.61809820149057e-05	-0.199463918986075
DUSP6	6.83966409517311e-06	8.88646995684566e-05	0.172687806096449
RPLP2	7.65108102504783e-06	9.79482731225463e-05	0.161845211619041
COL9A3	9.10856560608528e-06	0.000114683414172288	-0.159170247376109
CACYBP	9.56297369447158e-06	0.000119910264610453	0.172166674320324
TIMP2	9.84340409835531e-06	0.000122876520618818	-0.173232882657757
RPL19	9.97290043228667e-06	0.000124040785969599	0.20469051480866
ARID4B	1.23542686306524e-05	0.000150281556559919	0.165732393969043
KLHL23	1.33875773253702e-05	0.000160992935950986	-0.172210135259188
CKB	1.4665737401883e-05	0.000174064772487072	0.153153241684677
CD82	1.52651741176552e-05	0.000180257724505726	0.155915155015376
FABP7	1.5858774433605e-05	0.000185698189988129	0.222349978531637
RPL5	1.62749144544831e-05	0.000189120390325977	0.179130846662904
DCTN6	1.77889687071039e-05	0.000203522522751672	0.173104738268235
HSPE1	1.84101550010675e-05	0.000208574418393355	0.162167389715701
HNRNPR	1.92837611479173e-05	0.000217463134717926	0.154888766644887
ZNF292	1.99137685563156e-05	0.000223535712663863	0.162155191692603
RPL10A	2.21131050161808e-05	0.000241995834733527	0.183920515332755
WSCD1	2.5882932759883e-05	0.000277287945435484	0.174084043286683
SEMA6A	3.09563966683094e-05	0.000322310718252397	0.171862099103711
RPS3	3.20764989713007e-05	0.000331991764352962	0.215881109642668
EIF2S3	4.10044397240763e-05	0.000405824329295093	0.154254306902334
PCMTD2	4.20565726229769e-05	0.000413889541856903	0.155752017923905
PABPC1	4.49121671444101e-05	0.000437061591501738	0.158463701243934
EDNRB	4.58487283778094e-05	0.000444758157012062	0.164576239802138
TPM4	4.60226516006706e-05	0.000446090987300786	0.156979263557788
CEP170	5.0498533165375e-05	0.000482958955010748	0.161606124009927
PHYHIPL	5.36431977293079e-05	0.000507470467752159	-0.154996619005714
NUFIP2	5.700360516099e-05	0.000535115318855627	0.153586218813533
S100A16	6.06827866803168e-05	0.00056487719034048	-0.193396113500962
RAB6A	6.16051621374702e-05	0.000571915370206584	0.15287794256725
B3GAT2	6.22068190841429e-05	0.000576427831164368	0.154739011301991
RHOB	7.02587212822259e-05	0.000642267786691486	0.155281710045403
EGR1	7.64904127495346e-05	0.000689939003626341	-0.159325253872061
OLFM2	7.92797674951126e-05	0.000710376962889076	-0.202595633953729
H2AZ1	8.23533561190404e-05	0.000730945885379245	0.194343102011809
ATP6V1F	9.62510777650457e-05	0.000831094487010844	-0.164939304938185
SUGT1	9.69412819967694e-05	0.000835351273434916	0.153488343753231
H1-10	9.76928786275648e-05	0.000839636260857459	0.171515567082656
LMO4	0.000108136594462896	0.000915517419322502	0.182504253549398
CMTM5	0.000108993156434461	0.000920562530798112	-0.174156532094054
SEZ6L	0.000121789723515137	0.00100841891070534	0.158614129705558
MPZL1	0.000123933664697609	0.00102270395064318	-0.152755722182092
SOX4	0.000125678521144428	0.0010340759943454	0.183106635774842
EEF1A1	0.000151279813617658	0.00121232307330213	0.160938271662489
MACROH2A1	0.000156469373948013	0.00124817796474662	0.161389810793974
JUN	0.000207278799746121	0.00156072501929678	-0.19236129531278
BTG1	0.000220339380095596	0.00163766975564726	0.172058534401899
RPL24	0.000260149515223134	0.00186846867276701	0.153331885801304
RPS28	0.000304480964346311	0.00211766857492112	0.182605866759806
TUBA1B	0.000408555588793605	0.00267543667878622	0.150075797130618
RPS15	0.000424482812904423	0.00276049445899985	0.199208426028169
MICU1	0.000434590114858633	0.00281572895107082	-0.157779842972617
HNRNPC	0.000441050772213909	0.00285153683485891	0.156979452248623
DEK	0.000458851813736776	0.00294170981688569	0.155835214235944
RPL27	0.000474588897062616	0.00302462979251197	0.173792977230888
ATCAY	0.000508540890319482	0.00319321845422717	-0.155759260431044
RPL7A	0.000553109102832507	0.00342680252842572	0.182062857886744
RPS7	0.000653905623189155	0.00394876582611594	0.159350708501599
NORAD	0.000712993536881303	0.00422708255627736	0.152344706424756
RPL7	0.000768910195799481	0.00447930643229157	0.171870959282189
RPL29	0.000816667775487924	0.00471582200568984	0.151762541302985
HSPA1A	0.00084599043185608	0.00484391989885528	-0.171642952279239
RPL14	0.00137842137417863	0.00716063812966553	0.161001732258333
FHL1	0.00146526039126631	0.00751900216745187	0.151114540303153
FAU	0.00149728444449118	0.0076415941999878	0.193296961824992
UBA52	0.00163389109106109	0.00819495355036104	0.192509807299191
RPS10	0.00178843949112725	0.00879316083137567	0.18799873199535
C1QL1	0.00270517931946676	0.0121052419081933	0.151766087885891
HES5	0.00601279086680558	0.0217905682066162	-0.183210818838286
