Gene	PVal	FDR	Log2FC
MLLT11	4.194691602811e-09	8.18366909666625e-08	0.152482219593084
TRIO	4.67041703681771e-09	9.0683312036017e-08	0.157005330637254
C2orf80	4.93258542995011e-09	9.56216918348899e-08	0.189308057122818
BMP7	4.99360793000721e-09	9.66512419162886e-08	-0.156446442450712
KIF1B	5.07070619701087e-09	9.79881879495154e-08	0.188077084724698
DCXR	5.2494114583959e-09	1.0112154911891e-07	-0.176742498584435
FAM162A	5.45050917112507e-09	1.04665202054954e-07	-0.161167203385981
RPS9	5.64926248475902e-09	1.08141759759188e-07	0.156716046036161
PMP2	5.76574190021077e-09	1.10026571605116e-07	0.183964057869995
FARP1	5.88231679680249e-09	1.12076029702572e-07	0.156761050212622
CBR1	6.23344000215258e-09	1.18029461622154e-07	-0.162635955651189
MDH1	6.9565392356435e-09	1.31111440871781e-07	-0.197295516746438
EMC2	7.05642402785881e-09	1.32789070342434e-07	-0.152009188044124
USP24	7.8082819741937e-09	1.4561384829826e-07	0.173163853964549
CTNND2	7.80947110745599e-09	1.4561384829826e-07	0.157517504535311
DANCR	8.06792119889198e-09	1.49974918724608e-07	-0.197294631358387
EGR1	8.41197145116871e-09	1.5565970808049e-07	-0.210377529244787
SNHG6	8.64343715852135e-09	1.59023096125695e-07	0.173111138133271
ECH1	1.00174286711057e-08	1.83147988563194e-07	-0.165942260489152
PPT1	1.06672020484114e-08	1.94736231116963e-07	-0.15395473469295
SERBP1	1.08848471741688e-08	1.98117196032971e-07	0.181754318695504
NTRK3	1.12852578492191e-08	2.05099485286477e-07	0.158862281956952
TM7SF2	1.13801552722268e-08	2.06516844486932e-07	-0.155838276437742
KMT2A	1.254337692437e-08	2.2628103748498e-07	0.163341632192669
MALAT1	1.35774570376469e-08	2.43855121765855e-07	-0.192703935185484
ROCK1	1.80467121234998e-08	3.16673125236067e-07	0.151670493932341
EIF4G3	2.56109159644501e-08	4.40543826301168e-07	0.168902149276457
TUBA1B	3.16032007541706e-08	5.37562522020453e-07	0.217367009747949
ZFAS1	3.79004580221036e-08	6.38452819067519e-07	0.180195492062693
H4C3	3.84967933350329e-08	6.46714356259638e-07	0.203747332728677
CDH2	3.87093489408199e-08	6.49391866228342e-07	0.158942059896457
PEPD	5.17418769388346e-08	8.51648979857124e-07	-0.153459841881881
SPTBN1	5.49296414462493e-08	8.98066547500727e-07	0.160586198288909
CHST11	6.12507586650776e-08	9.90802007386215e-07	0.180610353146636
SAT2	6.19879368911756e-08	9.9875814413183e-07	-0.167630612957325
HADHB	6.53815439777921e-08	1.04379711973957e-06	-0.167424523892362
PRKACB	6.57487991984926e-08	1.04828992769085e-06	-0.156481028457818
XRCC5	7.10565846273905e-08	1.12996623444573e-06	0.172161236049456
HEY1	7.39044143255695e-08	1.17220079501062e-06	-0.180664720977748
PAK2	8.15020403200043e-08	1.28602638039821e-06	0.188929764782872
TMEM106B	8.76542015046809e-08	1.37599069791345e-06	-0.172152914278717
SOX2	8.94076338050908e-08	1.4017142896811e-06	0.181516785377823
ZBTB20	9.8459450198413e-08	1.53770494280463e-06	-0.159720333784223
HSP90B1	1.05027423050565e-07	1.62986012416334e-06	0.156479845383037
STK17A	1.06627479557286e-07	1.65259061907758e-06	0.164320828520288
CRMP1	1.14149236885741e-07	1.75801340489982e-06	0.159548769249195
NCAN	1.16159872595706e-07	1.78672610076996e-06	0.160183363505811
MPC2	1.3313173901035e-07	2.03414784473819e-06	-0.190210045602143
TRAF4	1.33244761794035e-07	2.03414784473819e-06	0.161854036579365
IMP3	1.35446736050254e-07	2.06518225640669e-06	-0.163516460192021
POU3F3	1.36702644529018e-07	2.08173241600112e-06	0.17854741271451
TMEM59L	1.46263438474126e-07	2.22455214705418e-06	-0.163925252308268
MT2A	1.70277693791935e-07	2.56108555945924e-06	-0.206282039118027
DNAJC8	1.71662542242806e-07	2.57873878033381e-06	0.152172217341303
FIP1L1	1.7984359446368e-07	2.68512202834342e-06	0.166804435015917
CCNI	1.94586365950285e-07	2.88058580284949e-06	0.181662178464524
KLRC2	2.02292788608208e-07	2.98742663515362e-06	-0.16764973896045
GLRX5	2.50484450029282e-07	3.65929017728184e-06	-0.15141689490694
B3GAT2	2.78105310922111e-07	4.02906306321678e-06	0.174917250919262
CFDP1	3.37778126730992e-07	4.83054363204404e-06	0.160715887098181
NUP42	4.27286495501541e-07	5.97076655556101e-06	-0.152669851467443
RRBP1	4.84746871108882e-07	6.71226024586483e-06	-0.158757475857286
SQSTM1	4.96844652883504e-07	6.86421238197537e-06	-0.151229008427653
SOX4	5.00321242302667e-07	6.9044331437768e-06	0.16457112679807
CDC42	5.51303799413474e-07	7.55676015963721e-06	0.167865816511208
SOX5	6.76588028657172e-07	9.15079689256926e-06	0.157796612289568
NORAD	6.83564260523027e-07	9.23492291345988e-06	0.18453512392474
TLE5	7.18978515093341e-07	9.67057775862883e-06	0.174421849741491
SEMA6A	7.28477641691959e-07	9.77681037141088e-06	0.162063128291914
TNK2	7.64958672045142e-07	1.0221064430495e-05	-0.170756472187911
KMT2C	7.65763854409476e-07	1.0221064430495e-05	0.156804069195739
OLFM1	1.01712182097144e-06	1.32431863534373e-05	-0.167389417058214
PRDX5	1.21953129526906e-06	1.57277040223031e-05	-0.15279037920419
ATP1B2	1.31304784977602e-06	1.66523918892155e-05	-0.168563194389849
KCNQ1OT1	1.41431984935761e-06	1.78440995043434e-05	-0.21654353821212
IER2	1.64454966873535e-06	2.0557712491571e-05	-0.16429012153075
ANKRD11	2.21850181661817e-06	2.71216843707284e-05	0.159195092680229
CPEB4	3.42574855741665e-06	4.04343042629961e-05	-0.158879203644907
GPR17	6.08786771211118e-06	6.92323947172875e-05	-0.153183117583424
EEF1B2	6.72832125017719e-06	7.62272610653191e-05	0.15115647714663
ATXN7L3B	8.809507264478e-06	9.78095565646089e-05	-0.153834136339846
